pheno	chromosome	block	UKBB_nCS.EUR	GLGC_nCS.EUR	UKBB_in_GLGC.EUR	GLGC_in_UKBB.EUR	UKBB_nCS.AFR	GLGC_nCS.AFR	UKBB_in_GLGC.AFR	GLGC_in_UKBB.AFR	UKBB_nCS.EAS	GLGC_nCS.EAS	UKBB_in_GLGC.EAS	GLGC_in_UKBB.EAS
LDL	1	2	0	1	0	0	0	1	0	0	0	0	0	0
LDL	1	4	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	17	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	19	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	23	0	1	0	0	0	0	0	0	0	1	0	0
LDL	1	35	1	3	1	1	0	1	0	0	0	2	0	0
LDL	1	40	0	1	0	0	0	1	0	0	0	0	0	0
LDL	1	48	2	3	2	2	0	2	0	0	0	0	0	0
LDL	1	49	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	51	1	2	1	1	0	1	0	0	1	2	1	1
LDL	1	52	1	3	0	0	0	0	0	0	0	1	0	0
LDL	1	53	0	2	0	0	0	0	0	0	0	1	0	0
LDL	1	58	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	70	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	73	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	75	1	1	0	0	0	0	0	0	0	1	0	0
LDL	1	76	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	78	0	1	0	0	0	0	0	0	0	0	0	0
LDL	1	80	0	0	0	0	0	1	0	0	0	0	0	0
LDL	1	81	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	82	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	83	1	3	1	1	0	3	0	0	0	3	0	0
LDL	1	84	9	19	5	6	4	13	1	1	0	11	0	0
LDL	1	85	0	1	0	0	0	0	0	0	0	1	0	0
LDL	1	88	0	0	0	0	0	0	0	0	0	0	0	0
LDL	1	89	0	0	0	0	0	0	0	0	0	0	0	0
