chromosome	block	num_variants	num_variants.EUR	num_variants.AFR	num_variants.EAS	nlog10minP.EUR	nlog10minP.AFR	nlog10minP.EAS
1	1	1555	475	1401	79	6.909	2.671	0.6097
1	2	1768	805	1463	125	3.29	3.179	0.9758
1	3	1087	507	827	185	8.116	3.603	2.33
1	5	4196	1967	3605	706	6.486	4.369	2.321
1	15	5982	2777	5267	1491	5.131	3.676	1.949
1	17	7449	3413	6661	1897	3.851	3.021	3.82
1	18	2815	1470	2519	764	5.952	3.361	2.243
1	19	6349	2744	5432	1408	4.662	3.701	2.735
1	21	4171	1765	3702	1162	7.895	4.534	2.588
1	23	2090	1028	1888	687	4.58	3.197	2.314
1	24	2192	1164	1883	410	6.187	4.95	2.61
1	35	7638	3193	6594	1503	7.196	5.424	3.207
1	40	2446	1290	2211	763	4.839	2.76	2.67
1	43	1585	901	1399	434	3.824	3.566	2.576
1	44	1435	697	1277	461	6.363	3.458	1.939
1	46	4867	2423	4373	1305	5.974	3.211	2.991
1	48	2955	1267	2597	670	10.55	2.423	2.939
1	49	2793	1100	2499	467	5.66	2.99	2.344
1	50	4096	1895	3596	975	7.874	3.48	2.426
1	51	2792	1277	2354	593	5.749	3.499	1.842
1	52	7738	3236	6665	1588	49.68	3.497	2.304
1	53	6806	3055	5740	1255	8.45	2.911	3.091
1	57	4453	2050	3923	1409	4.355	2.771	2.083
1	63	6073	2132	5261	1603	5.386	3.46	2.805
1	70	5261	2607	4570	1467	82.07	3.579	2.768
1	71	5491	2526	4715	1609	15.06	4.945	1.859
1	73	7390	3340	6447	1742	8.319	3.751	2.092
1	74	7083	3101	6189	1570	5.229	3.485	3.94
1	75	9312	4105	7792	2538	7.296	4.458	2.698
1	76	4605	1916	4017	1397	4.367	4.028	3.679
1	80	2694	1227	2382	877	4.162	3.199	2.102
1	85	2257	1278	2008	864	5.077	3.435	2.125
1	87	2894	1475	2528	736	3.37	3.025	2.986
1	90	567	302	517	183	3.395	2.406	1.266
1	92	5201	2654	4539	1472	5.655	3.602	2.257
1	94	1218	681	1062	315	8.809	3.005	1.53
1	96	4609	2307	4165	1336	10.14	2.794	2.408
1	97	5840	2826	5170	1543	12.35	4.341	2.264
1	98	5248	2436	4661	1352	4.317	4.205	2.18
1	100	4724	2249	4166	1601	10.5	4.518	2.958
1	102	4469	2085	3984	1084	5.941	3.822	1.547
1	105	13481	5965	11654	3186	8.021	4.072	3.51
1	110	2284	1108	2039	567	6.043	3.475	3.515
1	113	3748	1888	3295	1198	8.216	3.588	2.877
1	117	2857	1444	2520	957	8.735	2.702	2.195
1	122	9460	4195	8187	2436	6.137	4.32	3.58
1	124	7961	3865	6941	2163	6.981	3.537	2.44
1	125	10197	4578	8753	2333	37.8	4.666	3.894
1	128	8266	4125	7018	2148	4.664	3.542	2.144
1	129	2808	1493	2240	528	7.353	3.213	2.25
1	132	5265	2639	4627	1620	4.878	3.092	2.229
1	136	5868	2621	5109	1302	6.169	3.437	3.106
1	138	7694	3541	6730	1511	32.99	4.817	2.636
1	139	1761	912	1528	404	18.59	3.542	2.698
1	143	4610	2254	4059	1088	6.068	3.683	3.117
1	153	5812	2542	5251	1690	6.214	4.302	1.935
1	154	10244	4038	8796	2238	19.06	4.396	2.473
1	156	5588	2514	4659	1318	6.16	4.127	2.678
1	158	6410	2657	5382	972	12.21	4.266	1.724
1	159	1328	568	1169	244	5.189	5.7	2.831
1	160	4561	2231	4017	1181	5.008	2.767	3.224
1	168	6281	3013	5355	1652	9.055	3.1	1.795
1	173	4445	2436	3876	1318	6.168	3.028	3.982
1	181	8203	3786	7175	2184	4.696	3.121	3.322
1	182	8755	3638	7710	2121	10.36	4.125	3.413
1	183	8356	3781	7261	2195	5.803	4.178	2.711
1	187	5580	2604	4726	1469	23.56	4.906	2.712
1	189	4322	1990	3758	1035	8.954	2.776	2.892
1	191	5963	2762	5232	1476	31.81	3.272	2.15
1	192	6158	2843	5272	1721	9.485	4.373	2.64
1	193	7114	3226	6096	1979	7.24	3.826	4.184
1	201	7484	2958	6303	1770	6.459	4.689	1.971
1	202	5974	2929	5235	1551	8.622	3.398	3.096
1	203	4929	2277	4459	1474	5.062	3.826	2.852
1	204	4905	2293	4317	1393	6.299	5.204	2.122
1	207	3598	1727	3140	962	5.973	3.232	3.136
1	208	4431	2038	3772	1320	5.912	3.567	3.841
1	209	1498	808	1297	522	5.483	2.141	1.747
1	211	3209	1439	2811	769	6.28	3.732	1.9
1	213	3245	1578	2831	860	6.727	3.425	2.947
1	214	2785	1412	2519	698	13.03	2.879	2.59
1	215	1546	685	1305	283	6.283	3.477	1.355
1	216	6578	2969	5721	1555	5.561	3.981	3.454
1	218	1152	566	1028	271	5.336	3.488	1.532
1	221	5619	2537	4891	1701	6.278	3.976	3.026
1	224	3788	1806	3377	1161	10.71	2.837	3.637
1	228	3162	1428	2827	842	4.783	2.825	2.163
1	233	7556	3506	6622	2215	11.73	3.595	2.838
1	234	8763	4037	7584	2592	48.29	3.62	3.865
1	235	6055	2641	5297	1543	6.964	3.166	3.98
1	238	11626	5124	9961	3544	7.923	3.437	3.018
1	239	2806	1422	2353	1000	3.627	2.582	1.763
1	240	11893	5344	10273	3844	12.8	4.619	3.5
1	242	2844	1366	2480	578	13.36	3.588	1.847
1	243	3162	1636	2815	912	243.2	3.78	2.214
1	244	6897	3432	6077	2001	11.42	3.318	2.508
1	252	2549	1296	2334	678	18.33	3.402	1.809
1	253	924	591	830	195	9.9	2.933	1.898
1	254	4636	2253	4018	1131	5.755	4.672	2.053
1	255	2803	1271	2540	857	6.102	2.714	2.583
1	257	2923	1483	2617	1056	4.09	3.685	3.176
1	264	3256	1616	2815	872	3.261	2.836	2.248
1	275	1158	776	1006	431	5.566	3.622	1.23
2	1	1560	677	1424	500	13.77	2.966	1.625
2	2	10057	4278	9065	2996	4.549	3.105	3.381
2	3	3671	1721	3280	947	5.339	3.179	2.364
2	4	3005	1552	2656	733	5.434	2.937	2.253
2	6	3114	1496	2729	961	27.12	2.602	3.142
2	13	6977	3796	6214	1971	5.893	4.075	4.65
2	28	1404	678	1234	322	4.916	3.049	1.992
2	40	8061	3933	7181	2287	6.713	4.364	3.362
2	41	3661	1765	3284	990	28.45	3.384	2.611
2	44	3860	1710	3354	771	93.41	5.796	2.572
2	45	6937	3368	5997	1738	10.58	4.174	2.482
2	46	3059	1609	2649	887	4.772	3.346	2.768
2	47	8609	4094	7547	2226	5.567	3.224	2.605
2	48	5305	2464	4607	1204	4.978	3.861	3.209
2	49	8379	3517	7319	1381	6.02	3.685	2.11
2	50	4735	2239	4208	1317	6.978	3.571	2.412
2	51	5356	2752	4786	1426	5.878	4.096	3.545
2	53	3538	1812	3137	1099	6.112	3.145	2.342
2	55	12520	6372	11051	2764	6.059	3.832	3.162
2	60	4895	2429	4307	1681	4.696	3.745	2.312
2	62	2771	1338	2508	865	8.107	2.84	3.682
2	63	5093	2406	4478	1242	4.793	3.716	3.922
2	66	11991	5573	10542	3397	6.131	4.45	3.808
2	67	10743	5325	9577	3664	6.044	3.18	2.975
2	68	1780	909	1655	591	6.795	3.582	3.635
2	69	6381	3039	5641	1987	6.21	3.667	3.552
2	79	7636	3859	6471	1481	15.99	3.819	2.347
2	80	12327	6125	10936	3732	5.559	6.203	2.143
2	84	16606	8313	14552	5318	6.579	3.401	3.272
2	85	15986	7488	13936	5200	9.335	4.38	3.117
2	86	6484	3244	5711	1820	7.819	3.995	3.091
2	87	2338	1230	2034	642	6.158	2.854	2.756
2	88	19969	9952	16811	5381	7.08	4.512	3.292
2	89	4815	2298	4311	1018	10.6	3.99	2.794
2	90	4057	2008	3602	1201	7.976	3.566	2.438
2	97	7367	2993	6439	2242	4.775	5.054	2.786
2	99	4183	2040	3759	998	7.414	4.58	3.483
2	100	5832	2606	5063	946	4.414	3.071	2.151
2	115	9753	4151	8552	2598	5.721	4.699	3.82
2	117	5155	2315	4548	1185	3.799	4.049	2.835
2	122	3934	1858	3364	958	11.22	3.636	1.852
2	124	7171	2981	6376	1661	6.811	4.458	2.959
2	125	5911	2496	5236	1580	5.762	4.3	1.952
2	128	10364	4829	9003	2313	6.606	5.198	3.565
2	130	1152	672	988	328	6.784	2.561	3.673
2	131	293	133	270	85	8.589	2.432	1.075
2	132	1125	539	996	270	4.24	2.043	2.358
2	138	8776	4227	7593	2247	8.583	3.698	3.722
2	146	8323	3041	7454	2696	9.087	3.208	3.004
2	147	13601	5921	12131	4114	5.186	5.413	3.297
2	151	5661	2626	4912	1386	6.304	2.993	3.833
2	153	8328	3944	7084	1807	6.935	3.904	4.264
2	154	4004	1700	3472	1152	7.89	3.009	2.573
2	159	11769	5511	10318	3794	5.411	3.395	2.618
2	163	386	183	351	62	6.432	2.249	1.203
2	164	1698	835	1476	406	4.066	2.854	2.413
2	166	13886	6593	11661	3675	10.35	4.413	5.228
2	168	6034	2735	5161	1587	57.85	2.777	3.421
2	171	8608	4167	7566	2469	8.434	3.262	2.798
2	175	250	165	218	94	2.598	2.377	1.536
2	176	8249	3878	7131	2589	6.428	3.811	1.983
2	177	6435	3260	5757	2152	13.05	3.616	3.797
2	180	5344	2595	4669	1461	5.229	3.562	2.937
2	181	8366	3981	7140	2105	5.787	3.993	2.653
2	183	3455	1721	3080	771	6.073	4.641	1.786
2	184	11187	4994	9686	3170	7.612	2.955	2.662
2	185	2742	1496	2447	824	4.907	2.997	2.437
