chromosome	block	num_variants	L	time	num_variants_0.95	num_variants_0.5	num_CS95	num_variants_CS95	num_variants_0.95.EUR	num_variants_0.5.EUR	num_CS95.EUR	num_variants_CS95.EUR	num_variants_0.95.EAS	num_variants_0.5.EAS	num_CS95.EAS	num_variants_CS95.EAS
9	81	264	5	0.217322111129761	0	0	0	0	0	0	0	0	0	0	0	0
9	83	1356	5	8.72069025039673	0	0	1	161	0	0	1	161	0	0	0	0
9	99	1864	5	35.3284270763397	0	0	1	26	0	0	1	26	0	0	1	26
9	103	653	5	0.941998958587646	0	0	1	19	0	0	1	19	0	0	0	0
9	115	2808	5	116.893084049225	0	0	0	0	0	0	0	0	0	0	0	0
9	119	1718	5	19.2704067230225	0	0	1	147	0	0	1	147	0	0	0	0
9	140	2949	5	197.420790195465	0	0	1	6	0	0	1	6	0	0	1	6
9	146	490	5	1.25519514083862	0	0	1	4	0	0	1	4	0	0	1	4
9	158	114	5	0.410423994064331	0	1	0	0	0	1	0	0	0	0	0	0
10	1	1626	5	34.9821643829346	0	0	0	0	0	0	0	0	0	0	0	0
10	4	2926	5	205.643879652023	0	0	0	0	0	0	0	0	0	0	0	0
10	8	835	5	3.11420512199402	0	0	1	35	0	0	1	35	0	0	0	0
10	9	238	5	0.243735551834106	0	1	1	3	0	1	1	3	0	1	1	3
10	24	738	5	1.69436097145081	0	0	1	43	0	0	1	43	0	0	0	0
10	28	937	5	4.94377684593201	0	0	0	0	0	0	0	0	0	0	0	0
10	45	2419	5	87.9896695613861	0	1	1	22	0	1	1	22	0	0	1	22
10	48	1500	5	30.7644653320312	0	0	1	10	0	0	1	10	0	0	0	0
10	49	1460	5	15.7398059368134	0	0	0	0	0	0	0	0	0	0	0	0
10	60	3361	5	262.044218063354	0	0	1	14	0	0	1	14	0	0	0	0
10	61	916	5	4.39222145080566	0	0	0	0	0	0	0	0	0	0	0	0
10	73	1428	5	21.7841460704803	0	0	1	8	0	0	1	8	0	0	0	0
10	80	2206	5	63.5730841159821	0	1	0	0	0	1	0	0	0	0	0	0
10	81	2616	5	80.273148059845	0	0	2	43	0	0	2	43	0	0	1	23
10	82	3156	5	268.097627878189	0	0	0	0	0	0	0	0	0	0	0	0
10	90	108	5	0.0884594917297363	0	0	1	6	0	0	1	6	0	0	1	6
10	96	1277	5	14.435197353363	0	0	0	0	0	0	0	0	0	0	0	0
10	109	1995	5	65.8310668468475	0	0	0	0	0	0	0	0	0	0	0	0
10	113	1758	5	16.9290421009064	0	0	0	0	0	0	0	0	0	0	0	0
10	114	1512	5	8.64292693138123	0	1	1	3	0	1	1	3	0	0	0	0
10	129	3235	5	173.523659944534	0	0	2	110	0	0	2	110	0	0	1	24
10	131	2256	5	52.0349495410919	0	0	0	0	0	0	0	0	0	0	0	0
10	153	1628	5	37.5288832187653	0	0	0	0	0	0	0	0	0	0	0	0
10	154	3041	5	123.711986780167	0	0	0	0	0	0	0	0	0	0	0	0
10	162	1248	5	8.96254086494446	0	0	1	39	0	0	1	39	0	0	0	0
11	3	1414	5	20.1701874732971	0	0	0	0	0	0	0	0	0	0	0	0
11	31	1302	5	7.11244034767151	0	0	0	0	0	0	0	0	0	0	0	0
11	35	898	5	2.49313569068909	0	0	1	53	0	0	1	53	0	0	0	0
11	48	1902	5	57.3693082332611	0	0	1	56	0	0	1	56	0	0	1	56
11	52	1044	5	4.38479161262512	0	0	1	33	0	0	1	33	0	0	0	0
11	53	2277	5	116.50740814209	0	0	1	111	0	0	1	111	0	0	0	0
11	54	1847	5	55.9794728755951	0	0	0	0	0	0	0	0	0	0	0	0
11	78	1069	5	4.87198400497437	0	0	1	50	0	0	1	50	0	0	0	0
11	79	2702	5	174.116805076599	0	0	1	35	0	0	1	35	0	0	0	0
11	96	4262	5	591.956604242325	0	0	0	0	0	0	0	0	0	0	0	0
11	97	1198	5	10.693341255188	0	0	0	0	0	0	0	0	0	0	0	0
11	117	3972	5	336.351233720779	0	0	0	0	0	0	0	0	0	0	0	0
11	120	468	5	0.59958028793335	0	0	0	0	0	0	0	0	0	0	0	0
11	124	1987	5	35.6007056236267	0	0	1	57	0	0	1	57	0	0	0	0
11	125	1247	5	9.62760066986084	0	0	3	37	0	0	3	37	0	0	0	0
11	130	697	5	1.56619715690613	0	0	0	0	0	0	0	0	0	0	0	0
11	144	261	5	1.00885915756226	0	0	1	3	0	0	1	3	0	0	1	3
11	145	2625	5	116.348938941956	0	0	0	0	0	0	0	0	0	0	0	0
11	146	190	5	0.573986768722534	0	1	2	23	0	1	1	2	0	0	0	0
11	148	992	5	6.17354464530945	0	0	0	0	0	0	0	0	0	0	0	0
11	151	1173	5	8.74295806884766	0	1	1	4	0	1	1	4	0	1	1	4
11	155	963	5	5.78222322463989	0	0	1	72	0	0	0	0	0	0	0	0
11	159	2030	5	65.1708288192749	0	0	1	20	0	0	1	20	0	0	1	20
11	162	1048	5	9.16984033584595	0	1	2	34	0	1	2	34	0	1	2	34
11	163	281	5	0.35897970199585	0	1	1	4	0	1	1	4	0	0	0	0
11	164	763	5	3.72378063201904	0	0	1	7	0	0	1	7	0	0	1	7
12	6	273	5	0.704338788986206	0	0	0	0	0	0	0	0	0	0	0	0
12	7	796	5	2.1155672073364302	0	0	1	28	0	0	1	28	0	0	0	0
12	13	980	5	3.88445162773132	0	1	0	0	0	1	0	0	0	0	0	0
12	32	1634	5	33.5633935928345	0	0	0	0	0	0	0	0	0	0	0	0
12	33	1709	5	36.2320606708527	0	0	1	12	0	0	1	12	0	0	1	12
12	44	822	5	3.74704027175903	0	0	0	0	0	0	0	0	0	0	0	0
12	52	3483	5	167.717143535614	0	0	1	14	0	0	1	14	0	0	1	14
12	55	8483	5	3313.21882152557	0	0	0	0	0	0	0	0	0	0	0	0
12	63	1925	5	35.0968682765961	0	0	0	0	0	0	0	0	0	0	0	0
12	67	854	5	2.41518402099609	0	0	1	10	0	0	1	10	0	0	0	0
12	71	2401	5	104.626448631287	1	1	1	1	1	1	1	1	0	0	0	0
12	75	285	5	0.647631168365479	1	1	1	1	1	1	1	1	0	0	0	0
12	77	1295	5	5.22816014289856	0	0	1	14	0	0	0	0	0	0	0	0
12	82	1998	5	37.0755825042725	0	0	1	29	0	0	1	29	0	0	0	0
12	83	4830	5	517.663266658783	0	0	0	0	0	0	0	0	0	0	0	0
12	87	1138	5	12.3920187950134	0	0	0	0	0	0	0	0	0	0	0	0
12	88	2073	5	35.1279067993164	0	1	0	0	0	1	0	0	0	0	0	0
12	95	3779	5	357.233004808426	0	0	0	0	0	0	0	0	0	0	0	0
12	97	3009	5	201.405630350113	0	0	1	4	0	0	0	0	0	0	1	4
12	98	1064	5	3.90265369415283	0	0	1	11	0	0	1	11	0	0	1	11
12	104	2324	5	93.5540909767151	0	0	1	15	0	0	1	15	0	0	0	0
12	109	582	5	0.955049514770508	0	0	1	81	0	0	1	81	0	0	0	0
12	114	1591	5	20.8679149150848	0	0	1	16	0	0	1	16	0	0	0	0
12	115	1519	5	29.863646030426	0	0	1	9	0	0	1	9	0	0	1	9
12	119	3277	5	275.912067651749	0	1	2	48	0	1	2	48	0	1	1	3
12	122	1985	5	37.6682183742523	0	0	1	4	0	0	1	4	0	0	1	4
12	132	1397	5	20.4490585327148	0	0	0	0	0	0	0	0	0	0	0	0
12	136	1616	5	28.9027483463287	0	0	0	0	0	0	0	0	0	0	0	0
12	138	2857	5	198.446516752243	0	0	0	0	0	0	0	0	0	0	0	0
12	139	3462	5	205.899188995361	0	0	2	84	0	0	2	84	0	0	1	13
12	144	832	5	1.91051840782166	0	0	0	0	0	0	0	0	0	0	0	0
13	21	1798	5	27.1014492511749	0	0	0	0	0	0	0	0	0	0	0	0
13	24	1644	5	18.5959477424622	0	0	1	19	0	0	0	0	0	0	1	19
13	28	612	5	0.926464319229126	0	0	0	0	0	0	0	0	0	0	0	0
13	35	1645	5	30.4455869197845	0	0	2	80	0	0	2	80	0	0	1	44
13	37	1109	5	8.80333733558655	0	0	0	0	0	0	0	0	0	0	0	0
13	40	1308	5	9.10824131965637	0	0	1	94	0	0	1	94	0	0	0	0
13	43	1488	5	25.3269214630127	0	0	1	31	0	0	1	31	0	0	0	0
13	50	3352	5	297.255367040634	0	0	1	25	0	0	1	25	0	0	1	25
13	53	1971	5	61.8549110889435	0	0	0	0	0	0	0	0	0	0	0	0
13	54	8609	5	3297.75944185257	0	0	2	112	0	0	2	112	0	0	2	112
13	59	6507	5	1570.5896191597	0	0	0	0	0	0	0	0	0	0	0	0
13	64	861	5	3.08476448059082	0	1	1	3	0	1	1	3	0	0	0	0
13	72	1450	5	13.6351881027222	0	0	1	63	0	0	1	63	0	0	0	0
13	82	1988	5	70.7619423866272	0	0	0	0	0	0	0	0	0	0	0	0
13	87	3845	5	361.069653511047	0	0	0	0	0	0	0	0	0	0	0	0
13	93	1183	5	8.95904207229614	0	0	0	0	0	0	0	0	0	0	0	0
13	113	1438	5	22.911190032959	0	0	1	22	0	0	0	0	0	0	0	0
13	119	1762	5	43.4006197452545	0	0	1	38	0	0	1	38	0	0	1	38
13	125	1668	5	20.4326138496399	0	0	0	0	0	0	0	0	0	0	0	0
14	2	412	5	0.392076969146729	0	0	1	6	0	0	1	6	0	0	0	0
14	19	2034	5	36.5848083496094	0	0	1	9	0	0	1	9	0	0	0	0
14	20	1162	5	6.62216687202454	0	1	0	0	0	1	0	0	0	0	0	0
14	24	819	5	3.49603891372681	0	1	1	14	0	1	1	14	0	0	0	0
14	26	588	5	1.52468991279602	0	1	0	0	0	1	0	0	0	0	0	0
14	29	503	5	0.590062379837036	0	0	0	0	0	0	0	0	0	0	0	0
14	31	2571	5	65.3585870265961	0	0	0	0	0	0	0	0	0	0	0	0
14	40	3757	5	251.839197397232	0	0	0	0	0	0	0	0	0	0	0	0
14	44	1547	5	11.6671538352966	0	0	0	0	0	0	0	0	0	0	0	0
14	51	1828	5	53.7837328910828	0	0	0	0	0	0	0	0	0	0	0	0
14	57	3583	5	208.049436330795	0	0	0	0	0	0	0	0	0	0	0	0
14	65	2287	5	72.953314781189	0	0	0	0	0	0	0	0	0	0	0	0
14	68	1315	5	9.59068942070007	0	1	0	0	0	1	0	0	0	0	0	0
14	70	2576	5	80.3775098323822	0	0	2	88	0	0	2	88	0	0	2	88
14	73	1139	5	8.15582489967346	0	0	0	0	0	0	0	0	0	0	0	0
14	76	1396	5	21.2330296039581	0	0	0	0	0	0	0	0	0	0	0	0
14	90	2212	5	53.3303360939026	0	0	1	53	0	0	1	53	0	0	1	53
14	94	1143	5	11.1715748310089	0	0	0	0	0	0	0	0	0	0	0	0
14	120	589	5	2.12970519065857	0	0	0	0	0	0	0	0	0	0	0	0
14	127	1741	5	24.1695122718811	0	1	1	113	0	1	1	113	0	0	1	113
15	13	456	5	0.632187604904175	0	0	1	45	0	0	1	45	0	0	0	0
15	27	935	5	3.48353743553162	0	1	1	2	0	1	1	2	0	0	0	0
15	31	3145	5	254.910116434097	0	0	0	0	0	0	0	0	0	0	0	0
15	36	54	5	0.0441858768463135	0	0	0	0	0	0	0	0	0	0	0	0
15	37	2170	5	59.1488626003265	0	0	1	3	0	0	1	3	0	0	0	0
15	38	2103	5	43.4111280441284	0	1	1	64	0	1	1	64	0	1	0	0
15	44	1254	5	5.94885420799255	0	0	0	0	0	0	0	0	0	0	0	0
15	45	4278	5	387.50726723671	0	0	0	0	0	0	0	0	0	0	0	0
15	47	1493	5	21.5469703674316	0	0	0	0	0	0	0	0	0	0	0	0
15	54	1282	5	8.38736152648926	0	0	1	50	0	0	1	50	0	0	0	0
15	59	2671	5	121.648743867874	0	0	1	25	0	0	1	25	0	0	0	0
15	66	2201	5	81.7087941169739	0	0	0	0	0	0	0	0	0	0	0	0
15	72	739	5	1.48991179466248	0	0	1	7	0	0	1	7	0	0	0	0
15	75	9234	5	3892.67801904678	0	0	1	20	0	0	1	20	0	0	0	0
15	76	3657	5	219.631864547729	0	0	0	0	0	0	0	0	0	0	0	0
15	78	9456	5	3744.81951355934	0	0	2	149	0	0	2	149	0	0	0	0
15	79	1692	5	40.8233525753021	0	0	0	0	0	0	0	0	0	0	0	0
15	82	1171	5	7.11558437347412	0	0	1	16	0	0	1	16	0	0	1	16
15	86	843	5	3.43803834915161	0	0	1	6	0	0	1	6	0	0	1	6
15	90	1216	5	6.41698479652405	0	0	0	0	0	0	0	0	0	0	0	0
15	102	1398	5	17.9309003353119	0	0	1	15	0	0	1	15	0	0	1	15
15	107	672	5	1.29237627983093	0	0	0	0	0	0	0	0	0	0	0	0
16	9	1234	5	10.3182311058044	0	0	1	86	0	0	1	86	0	0	0	0
16	17	641	5	1.070716381073	0	0	1	39	0	0	1	39	0	0	0	0
16	18	1991	5	21.1127600669861	0	1	1	14	0	1	1	14	0	0	0	0
16	19	1932	5	29.8672597408295	0	0	0	0	0	0	0	0	0	0	0	0
16	21	1226	5	6.11146521568298	0	0	1	7	0	0	1	7	0	0	0	0
16	26	1664	5	35.0511178970337	0	0	1	97	0	0	1	97	0	0	0	0
16	36	1998	5	67.3727149963379	0	0	1	9	0	0	1	9	0	0	1	9
16	41	1622	5	14.1999781131744	0	0	0	0	0	0	0	0	0	0	0	0
16	47	1074	5	3.73228526115417	0	0	0	0	0	0	0	0	0	0	0	0
16	59	718	5	1.30387854576111	0	0	1	37	0	0	1	37	0	0	1	37
16	63	1439	5	7.92050361633301	0	0	0	0	0	0	0	0	0	0	0	0
16	79	1344	5	17.5905358791351	0	0	1	55	0	0	1	55	0	0	0	0
16	84	648	5	1.00975775718689	0	0	1	22	0	0	1	22	0	0	0	0
16	85	3355	5	222.127192497253	0	0	1	107	0	0	0	0	0	0	1	107
16	88	2801	5	149.652840852737	0	0	1	47	0	0	1	47	0	0	1	47
16	89	3592	5	224.155707597733	0	0	0	0	0	0	0	0	0	0	0	0
16	106	1751	5	42.5005013942719	0	1	0	0	0	1	0	0	0	0	0	0
16	128	2076	5	73.6929843425751	0	1	1	4	0	1	1	4	0	0	0	0
17	7	605	5	2.04392337799072	0	0	1	25	0	0	1	25	0	0	1	25
17	9	1902	5	61.252667427063	0	0	1	91	0	0	1	91	0	0	1	91
17	17	2151	5	77.9584331512451	0	0	0	0	0	0	0	0	0	0	0	0
17	40	1194	5	5.20763087272644	0	1	1	4	0	1	1	4	0	0	0	0
17	51	2579	5	146.248582839966	0	0	1	226	0	0	1	226	0	0	0	0
17	53	1677	5	26.0912873744965	0	0	2	25	0	0	2	25	0	0	1	21
17	55	3174	5	244.057804584503	0	0	1	15	0	0	1	15	0	0	0	0
17	56	1001	5	3.52182602882385	0	0	1	57	0	0	1	57	0	0	0	0
17	66	147	5	0.256402492523193	0	0	1	47	0	0	1	47	0	0	0	0
17	71	1359	5	10.2161152362823	0	0	0	0	0	0	0	0	0	0	0	0
17	74	2145	5	48.2806322574615	0	1	1	2	0	1	1	2	0	0	0	0
17	75	2941	5	121.188011884689	0	0	0	0	0	0	0	0	0	0	0	0
17	88	565	5	1.15193247795105	0	0	1	11	0	0	1	11	0	0	1	11
17	90	2534	5	93.8328969478607	0	0	1	36	0	0	1	36	0	0	0	0
17	94	1275	5	8.2556619644165	0	0	1	10	0	0	1	10	0	0	1	10
17	99	126	5	0.39398455619812	0	0	1	15	0	0	1	15	0	0	0	0
17	100	1204	5	9.86083579063416	0	0	0	0	0	0	0	0	0	0	0	0
17	118	1067	5	4.43556809425354	0	1	0	0	0	1	0	0	0	0	0	0
17	130	1248	5	8.44444799423218	0	0	0	0	0	0	0	0	0	0	0	0
17	132	547	5	0.674870729446411	0	0	0	0	0	0	0	0	0	0	0	0
18	16	744	5	2.67385625839233	0	0	0	0	0	0	0	0	0	0	0	0
18	23	524	5	0.671544313430786	0	0	1	14	0	0	1	14	0	0	0	0
18	46	1606	5	35.3573186397552	0	0	0	0	0	0	0	0	0	0	0	0
18	49	3147	5	174.714742898941	0	0	0	0	0	0	0	0	0	0	0	0
18	50	2650	5	121.464471340179	0	0	1	4	0	0	1	4	0	0	1	4
18	73	3020	5	236.556714773178	0	0	0	0	0	0	0	0	0	0	0	0
18	74	3702	5	384.447344303131	1	1	2	9	1	1	2	9	0	0	0	0
18	75	554	5	1.49580669403076	0	0	1	7	0	0	1	7	0	0	1	7
18	88	1777	5	13.933358669281	0	0	0	0	0	0	0	0	0	0	0	0
18	98	1151	5	4.80810761451721	0	0	1	57	0	0	1	57	0	0	1	57
18	102	590	5	0.856753826141357	0	0	0	0	0	0	0	0	0	0	0	0
18	120	1533	5	24.8115015029907	0	0	2	26	0	0	2	26	0	0	2	26
19	22	843	5	2.93010115623474	0	1	0	0	0	1	0	0	0	0	0	0
19	25	702	5	1.16089940071106	0	0	0	0	0	0	0	0	0	0	0	0
19	32	836	5	2.47580170631409	0	0	1	46	0	0	0	0	0	0	1	46
19	38	350	5	0.356474637985229	0	0	1	6	0	0	1	6	0	0	1	6
19	39	2019	5	32.9047849178314	0	1	0	0	0	1	0	0	0	1	0	0
19	52	839	5	2.35639262199402	0	0	0	0	0	0	0	0	0	0	0	0
19	53	1668	5	14.2793257236481	0	0	1	62	0	0	1	62	0	0	0	0
19	57	1607	5	16.0549082756042	0	0	0	0	0	0	0	0	0	0	0	0
19	59	94	5	0.0746982097625732	0	0	1	14	0	0	1	14	0	0	0	0
19	62	2296	5	51.2081818580627	0	0	2	109	0	0	2	109	0	0	0	0
19	63	816	5	2.25477433204651	0	0	1	43	0	0	0	0	0	0	1	43
19	67	4274	5	558.647239208221	0	0	0	0	0	0	0	0	0	0	0	0
19	80	313	5	0.337103366851807	0	0	1	27	0	0	1	27	0	0	0	0
19	81	1042	5	8.17411231994629	0	0	1	10	0	0	1	10	0	0	1	10
19	83	536	5	0.793215751647949	0	1	1	2	0	1	1	2	0	1	1	2
19	103	392	5	0.82660984992981	0	0	0	0	0	0	0	0	0	0	0	0
19	108	503	5	0.787864446640015	0	0	1	11	0	0	1	11	0	0	1	11
19	111	972	5	4.76437616348267	0	0	0	0	0	0	0	0	0	0	0	0
20	7	987	5	4.2041003704071	0	0	0	0	0	0	0	0	0	0	0	0
20	9	632	5	0.943965911865234	0	1	0	0	0	1	0	0	0	0	0	0
20	47	1649	5	23.7267615795135	0	0	1	55	0	0	0	0	0	0	1	55
20	53	426	5	1.15722799301147	0	0	0	0	0	0	0	0	0	0	0	0
20	61	3942	5	306.566232204437	0	0	0	0	0	0	0	0	0	0	0	0
20	63	3038	5	131.429640054703	0	0	2	72	0	0	2	72	0	0	1	52
20	66	1685	5	35.642599105835	0	0	0	0	0	0	0	0	0	0	0	0
20	67	951	5	3.38523125648499	0	0	1	3	0	0	1	3	0	0	0	0
20	70	1051	5	4.38405990600586	0	0	1	26	0	0	0	0	0	0	1	26
20	71	1404	5	21.3025574684143	0	0	1	16	0	0	1	16	0	0	0	0
20	77	1936	5	50.9535090923309	0	0	1	22	0	0	1	22	0	0	0	0
20	80	81	5	0.1358802318573	0	0	1	15	0	0	1	15	0	0	0	0
20	96	970	5	3.5080885887146	0	0	0	0	0	0	0	0	0	0	0	0
20	114	1108	5	3.87501835823059	0	0	1	29	0	0	1	29	0	0	0	0
21	2	251	5	1.02447462081909	0	0	1	4	0	0	1	4	0	0	1	4
21	16	1244	5	8.88181328773499	0	0	0	0	0	0	0	0	0	0	0	0
21	21	451	5	0.763582229614258	0	0	0	0	0	0	0	0	0	0	0	0
21	37	1424	5	12.6724047660828	0	0	0	0	0	0	0	0	0	0	0	0
21	64	1374	5	9.72870087623596	0	0	0	0	0	0	0	0	0	0	0	0
22	9	943	5	6.56280541419983	0	1	0	0	0	1	0	0	0	0	0	0
22	13	695	5	1.41053080558777	0	1	0	0	0	1	0	0	0	0	0	0
22	24	1689	5	22.2165699005127	0	0	0	0	0	0	0	0	0	0	0	0
22	29	1279	5	5.7188618183136	0	0	0	0	0	0	0	0	0	0	0	0
22	32	1097	5	4.19903039932251	0	0	0	0	0	0	0	0	0	0	0	0
22	44	687	5	2.57352471351624	0	0	0	0	0	0	0	0	0	0	0	0
22	45	847	5	2.88206696510315	0	0	1	8	0	0	1	8	0	0	0	0
22	46	3063	5	221.076687812805	0	0	2	43	0	0	2	43	0	0	0	0
22	54	1032	5	3.61469459533691	0	0	1	35	0	0	1	35	0	0	0	0
22	57	107	5	0.0752055644989014	0	1	0	0	0	1	0	0	0	0	0	0
22	61	606	5	1.82981824874878	0	1	0	0	0	1	0	0	0	0	0	0
22	69	1004	5	3.02801299095154	0	0	1	94	0	0	1	94	0	0	0	0
