pid	chromosome	block	num_variants	time	num_variants_0.95	num_variants_0.5	num_CS95	num_variants_CS95
european	17	17	2870	4.23424911499023	0	0	0	0
european	17	40	1669	1.91674900054932	0	1	1	6
european	17	51	3738	6.81006455421448	0	0	1	234
european	17	53	2482	2.79785180091858	0	0	1	17
european	17	55	4197	8.92120242118835	0	0	0	0
european	17	56	1803	3.30955672264099	0	0	0	0
european	17	66	351	0.0532748699188232	0	0	0	0
european	17	71	1816	0.718346834182739	0	0	0	0
european	17	74	5768	28.6499416828156	0	0	1	1883
european	17	75	3788	11.551824092865	0	0	0	0
european	17	88	877	0.260180950164795	0	0	1	14
european	17	90	3355	4.33581185340881	0	0	1	40
european	17	94	1877	1.47085976600647	0	0	1	29
european	17	99	303	0.0398139953613281	0	0	1	22
european	17	100	1624	1.23199892044067	0	0	0	0
european	17	118	1546	1.0626904964447	0	0	0	0
european	17	130	1775	3.40432620048523	0	0	0	0
european	17	132	898	0.165467262268066	0	0	0	0
european	18	16	1010	1.45051622390747	0	0	0	0
european	18	23	636	0.121784210205078	0	0	1	13
european	18	46	2153	1.51336407661438	0	0	0	0
european	18	49	3888	5.85435962677002	0	0	0	0
european	18	50	3199	4.49020409584045	0	0	1	28
european	18	73	3875	3.24919891357422	0	0	0	0
european	18	74	5397	37.5652596950531	1	1	3	37
european	18	75	817	0.270884275436401	0	0	1	6
european	18	88	2125	1.14287829399109	0	0	0	0
european	18	98	1562	1.34435105323792	0	0	0	0
european	18	102	767	0.205693244934082	0	0	0	0
european	18	120	1760	0.940129280090332	0	0	2	35
european	19	22	1843	2.54750871658325	0	0	1	8
european	19	25	1139	0.333157062530518	0	0	0	0
european	19	32	1643	0.917172431945801	0	0	0	0
european	19	38	505	0.0765981674194336	0	0	1	6
european	19	39	2733	5.75541090965271	1	1	1	1
european	19	52	1219	0.549576997756958	0	1	0	0
european	19	53	2713	3.79020643234253	0	0	1	62
european	19	57	2015	0.977299213409424	0	0	0	0
european	19	59	227	0.0358421802520752	0	0	0	0
european	19	62	2790	2.83104419708252	0	0	1	30
european	19	63	1354	1.23678469657898	0	0	0	0
european	19	67	5583	27.8740870952606	0	0	0	0
european	19	80	775	0.14319896697998	0	0	1	58
european	19	81	1562	0.797040700912476	0	0	1	12
european	19	83	783	0.220876455307007	0	0	0	0
european	19	103	921	0.404588937759399	0	0	0	0
european	19	108	672	0.154955387115479	0	0	1	11
european	19	111	1149	0.501039266586304	0	0	0	0
european	20	7	1737	1.26254940032959	0	0	0	0
european	20	9	1053	0.616714000701904	0	1	0	0
european	20	47	2155	3.10464429855347	0	0	0	0
european	20	53	530	0.0856337547302246	0	0	0	0
european	20	61	5202	4.74402666091919	0	0	0	0
european	20	63	3648	8.56351852416992	0	0	1	18
european	20	66	2313	2.69721007347107	0	0	0	0
european	20	67	1434	1.36095809936523	0	0	2	36
european	20	70	1254	0.940603017807007	0	0	0	0
european	20	71	1937	4.75223708152771	0	0	1	18
