chromosome	block	num_variants	max_PSRF	max_beta	max_betamean	mcmc_n	time	h2_beta_mean.EUR	h2_beta_sd.EUR	num_variants_0.95.EUR	num_variants_0.5.EUR	num_CS95.EUR	num_variants_CS95.EUR	h2_beta_mean.EAS	h2_beta_sd.EAS	num_variants_0.95.EAS	num_variants_0.5.EAS	num_CS95.EAS	num_variants_CS95.EAS
2	105	3633	1.041626913057338	0.04146384300550776	0.0018611817497907743	5500	1031.75069332123	5.630948085168584e-4	1.3828163604159954e-4	0	0	1	81	5.231948349088166e-4	2.312824623840607e-4	0	0	0	0
2	107	5000	1.032482447132543	0.035503102401956234	0.001933192510649771	5500	1867.9292845726	4.2656218785557735e-4	1.1382558876799306e-4	0	0	1	26	6.353367477539748e-4	2.6226140639546845e-4	0	0	0	0
2	108	3568	1.0339578917668253	0.034706809014175874	0.0024748756372579774	5500	827.497682332993	5.823983362135686e-4	1.3885271296455888e-4	0	0	0	0	7.119155877191365e-4	2.8886769128005127e-4	0	0	0	0
2	112	5322	1.020919558619897	0.033600451247614266	0.002843661849728149	5500	1783.60060882568	5.17915857487498e-4	1.279521422349369e-4	0	0	0	0	5.458540391042347e-4	2.1794087787597405e-4	0	0	0	0
2	116	3076	1.0182417553343703	0.041514658993684776	9.273499721638785e-4	5500	635.607800722122	5.266650217364493e-4	1.29145735777596e-4	0	0	1	43	0.0010752423475694174	3.693928967866445e-4	0	0	1	61
2	145	1572	1.0091622209835176	0.03137455808283113	0.0011479023339536522	5500	186.076286554337	2.0392802214929385e-4	7.968102875009444e-5	0	0	0	0	2.1170892501759343e-4	1.3071969988796421e-4	0	0	0	0
2	146	4164	1.026428298037508	0.04099123072132521	0.0032211325615379457	5500	1026.87759971619	3.7260427176288434e-4	1.0839659490554277e-4	0	0	1	9	9.845850951591172e-4	3.4120003549887126e-4	0	0	0	0
2	147	7066	1.0376747644105389	0.038284511358529213	0.001602491473661897	5500	3526.1103785038	6.352845097844242e-4	1.5069952332679473e-4	0	0	0	0	7.235675279031542e-4	2.5468036861639025e-4	0	0	0	0
2	152	2044	1.026902467694375	0.05038865663535738	0.004188908000757907	5500	288.016479969025	8.58595214387644e-4	1.7637181431133148e-4	0	0	1	11	6.620873787175141e-4	2.853769692542938e-4	0	0	0	0
2	153	3299	1.0310928075833454	0.03721047104838605	0.0011007615038134313	5500	709.704570770264	6.390701887578958e-4	1.4277068071072362e-4	0	0	1	19	7.495138805844715e-4	2.989813976067205e-4	0	0	0	0
2	154	1534	1.0222277758714897	0.047430704019328584	0.001083437706203284	5500	181.373522281647	4.541211572536842e-4	1.301022354759688e-4	0	0	0	0	7.253266197414529e-4	2.898872534144223e-4	0	0	0	0
2	161	4414	1.0441445202072233	0.04441413629483546	0.001113809250505482	5500	1314.43414139748	5.955555459922669e-4	1.3244227766642428e-4	0	0	1	128	5.325370701569521e-4	2.2361737431131294e-4	0	0	0	0
2	166	6954	1.056894941282625	0.042232021299760246	0.0014660986454482373	5500	3354.7883105278	6.794890595636678e-4	1.4012463975019657e-4	0	0	2	256	0.001027156898670815	3.296993914427889e-4	0	0	0	0
2	171	3634	1.0493010387788706	0.03310656763237489	9.392765201285576e-4	5500	862.798595905304	5.266866762761402e-4	1.3055476660791035e-4	0	0	1	30	6.236292341566977e-4	2.575915160529528e-4	0	0	0	0
2	176	3826	1.0240725416119574	0.04184961743393316	0.0034715815277962503	5500	1038.39051198959	5.615479688797984e-4	1.3549037885265925e-4	0	0	1	13	8.30338266785471e-4	3.19607690360073e-4	0	0	0	0
2	180	2358	1.0570917431907558	0.04403877512646836	0.0019424225384577208	5500	363.931822538376	5.46571421869369e-4	1.3963717589675017e-4	0	0	0	0	4.1690307190616705e-4	2.1864795976828214e-4	0	0	0	0
2	186	4304	1.0887615627821876	0.038617672726817404	0.0016696780189773437	5500	1319.80527949333	5.352460098834264e-4	1.287716158753475e-4	0	0	0	0	5.231485987296754e-4	2.1825270817700315e-4	0	0	0	0
2	190	9071	1.0274081208380816	0.03985581677623018	0.002250633728115749	5500	6721.875654459	7.902107786268423e-4	1.5143063710746583e-4	0	0	0	0	0.001355543037419161	3.9353455366943383e-4	0	0	0	0
2	195	7379	1.0161199696135206	0.0406146474329534	3.27379139269893e-4	5500	3725.43021225929	8.134703718975674e-4	1.537588848586268e-4	0	0	3	426	7.895347997494896e-4	2.5531657823828566e-4	0	0	0	0
2	196	3989	1.017035104310378	0.0449825128475564	0.001023505159789179	5500	1182.73660111427	9.217973097767799e-4	1.665358709559588e-4	0	0	1	133	0.0011583402293914317	3.7584272856681504e-4	0	0	1	110
2	197	3387	1.0310755913917713	0.06617966074810198	0.0016046798108144131	5500	769.541217565536	0.0011727460448470084	1.961846645754238e-4	0	0	2	233	0.0021642141554382792	5.211815107014577e-4	0	0	1	36
2	204	2367	1.0157695584743536	0.039486067412054154	6.677393341572248e-4	5500	400.089334249496	2.9374225804944894e-4	9.181874420434243e-5	0	0	0	0	6.121592785231446e-4	2.7954304795234104e-4	0	0	0	0
2	205	1644	1.0212903096929977	0.04448911540330201	6.845599917123732e-4	5500	207.606109619141	3.611120490112488e-4	1.0831934988547044e-4	0	0	1	44	3.6124346358629606e-4	1.9576759282160884e-4	0	0	0	0
2	210	1573	1.0164659532348617	0.030122421458858163	0.002909095194703095	5500	197.588792562485	2.7263379962524367e-4	9.131294140326621e-5	0	0	1	57	1.4284932814098993e-4	9.221673324692716e-5	0	0	0	0
2	211	3315	1.0203876699941075	0.04214487154711438	5.779386099727377e-4	5500	714.680228233337	5.106191855310767e-4	1.2659829217227746e-4	0	0	0	0	2.9137912684743244e-4	1.4670729523761562e-4	0	0	0	0
2	213	5704	1.0318873786282938	0.03590889854419286	0.0035917599868316155	5500	2276.10389328003	6.144658877804701e-4	1.3922167280566196e-4	0	0	1	65	7.6238751243461e-4	2.822733081505382e-4	0	0	0	0
2	228	2142	1.0506658731404848	0.034016608058756365	8.732574029705313e-4	5500	345.851537942886	3.946166035650117e-4	1.0823762925423922e-4	0	0	0	0	3.865150712307063e-4	1.9581715272270299e-4	0	0	0	0
2	232	1985	1.0126508677701291	0.028995799117302302	8.638351498323931e-4	5500	266.281678676605	2.615179091051419e-4	8.806246935025534e-5	0	0	1	59	2.1788001853183402e-4	1.3627408521926063e-4	0	0	0	0
2	234	2577	1.0181298634866975	0.03959267643610781	3.9559621757527454e-4	5500	476.774769067764	4.3562439857609104e-4	1.149940191190193e-4	0	0	3	272	3.920477211933811e-4	1.8599805366768219e-4	0	0	0	0
2	241	1579	1.014511337438118	0.03571295464346945	5.258762478797548e-4	5500	187.123435974121	7.269182606686494e-4	1.4960895956526085e-4	0	0	1	82	3.041008504118583e-4	1.7688295340982202e-4	0	0	0	0
2	247	860	1.0088856292122999	0.03591995599832998	5.255917358016741e-4	5500	67.1668298244476	1.7091886892701573e-4	7.13891667986996e-5	0	0	0	0	3.098374186009124e-4	1.895304587097739e-4	0	0	0	0
3	1	9403	1.0215960045542807	0.034749005492506445	0.0019423328480098591	5500	6707.67801141739	0.0011850660930599424	1.9874741177360505e-4	0	0	1	21	9.649561688920086e-4	3.016945951519067e-4	0	0	0	0
3	22	1268	1.0284854239612857	0.040536981232318366	0.0017240392102242463	5500	131.724238157272	4.2820185269682506e-4	1.3114186857792918e-4	0	0	0	0	4.695099359743929e-4	2.517040602676846e-4	0	0	0	0
3	32	4115	1.0208209788261915	0.032064422617348584	6.012633146587381e-4	5500	1106.54915714264	7.866933391086846e-4	1.5939057289281902e-4	0	0	1	273	5.176970688033619e-4	2.2080751482988066e-4	0	0	0	0
3	35	3867	1.0179362888325358	0.03160169422358745	0.001467955926034282	5500	1034.34336137772	3.3774255609164916e-4	1.0202321453146687e-4	0	0	0	0	3.8385571476222196e-4	1.7694508730822968e-4	0	0	0	0
3	37	859	1.0125361386800376	0.035438235878132024	6.314298723327062e-4	5500	69.9352166652679	2.0432205228179944e-4	7.992308952953019e-5	0	0	1	52	2.7696308059663367e-4	1.820940164615565e-4	0	0	0	0
3	38	2204	1.0353296173705786	0.03771762786907692	9.206831860284298e-4	5500	395.721728563309	2.863881664609641e-4	9.36521129670416e-5	0	0	0	0	4.673385794378742e-4	2.19124921388051e-4	0	0	0	0
3	39	4684	1.031755712030061	0.052504431129290874	9.617465983019598e-4	5500	1604.12859106064	3.1299214848935027e-4	9.265233566005508e-5	0	0	0	0	0.0010768984132858437	3.611931666052649e-4	0	0	0	0
3	40	1717	1.0442515123650344	0.03566074799216401	0.00305426890265303	5500	214.52877497673	3.2898970066751854e-4	1.0724482535812618e-4	0	0	0	0	4.7331123628435197e-4	2.7037268802686026e-4	0	0	0	0
3	41	3912	1.024029572106369	0.03240171567436352	0.0036156543500599314	5500	971.723199605942	5.33552438719375e-4	1.4011711792266e-4	0	0	1	16	4.7729313652539293e-4	2.1000746182077833e-4	0	0	0	0
3	42	2935	1.0341752370335462	0.031385061862955636	0.002086955874201412	5500	614.657068252563	2.8932572766365177e-4	9.440798690370106e-5	0	0	0	0	3.910438768796716e-4	1.8269283014278357e-4	0	0	0	0
3	45	1613	1.0338048451366202	0.029172522389791986	0.002257640595803677	5500	178.797265529633	2.5849940396077247e-4	9.476229673833205e-5	0	0	0	0	2.1938778567476944e-4	1.4025707607568617e-4	0	0	0	0
3	48	3036	1.0327356354718733	0.03660482938953011	0.0013336406712320314	5500	615.056811094284	7.206762742285961e-4	1.5585809602372024e-4	0	0	2	175	4.7949114148092183e-4	2.0479537366961133e-4	0	0	0	0
3	49	4558	1.0217116494316194	0.04462887950494995	0.001788725381008783	5500	1379.22811245918	6.916256827989469e-4	1.5477792687482194e-4	0	0	1	67	0.0012692073580606927	3.986471369463173e-4	0	0	1	118
3	53	4761	1.0308521156314598	0.04989385399657294	8.281855815713013e-4	5500	1652.8678286075601	8.805485785463402e-4	1.6929441985433753e-4	0	0	2	114	6.080168289983376e-4	2.3565056193495683e-4	0	0	0	0
3	55	1502	1.0337115146168194	0.04116596633035125	0.002857345689627755	5500	209.19782948494	4.1969482724104424e-4	1.1077771858505147e-4	0	0	1	16	3.7731379742435934e-4	2.2773929332956268e-4	0	0	0	0
3	56	2070	1.0207761472785895	0.03487485868766931	0.0010373759159393173	5500	279.30411195755	4.47639664171069e-4	1.240308092232515e-4	0	0	1	38	3.5342086912792313e-4	1.8224390709398587e-4	0	0	0	0
3	60	4726	1.062878998003431	0.05501033156675859	0.0022225944807970025	5500	1562.53902959824	7.454911784611617e-4	1.5509049724999545e-4	0	0	0	0	0.001304319595900458	4.256597533934398e-4	0	0	0	0
3	61	2017	1.0403847243413809	0.04272593539041432	0.0013505111386037014	5500	280.171179771423	3.249666643347144e-4	1.0027737901331778e-4	0	0	1	46	6.329044528164103e-4	2.8782979807378964e-4	0	0	0	0
3	63	8427	1.081668510369239	0.05346401274130918	0.002192514792333035	5500	5293.37935757637	0.0016750698802384353	2.3274950906865857e-4	0	0	1	173	0.002759186759939399	5.840845268412637e-4	0	0	1	231
3	74	2310	1.020472905646233	0.040882816873169664	0.002052126459650599	5500	348.714710235596	5.496234546835305e-4	1.3275934174218138e-4	0	0	1	17	4.5273284720794064e-4	2.364957740332627e-4	0	0	0	0
3	81	1773	1.044829572429804	0.03900262014556013	0.0031261151420717104	5500	212.451012134552	5.327843803159259e-4	1.3084482295306124e-4	0	0	1	51	3.654390217099179e-4	2.1784136273207553e-4	0	0	0	0
3	88	2953	1.0275033152876938	0.032265152622330914	7.582824716181336e-4	5500	657.016078710556	5.609043636262314e-4	1.3705949367654856e-4	0	0	1	62	4.8492264461158524e-4	2.141785084976824e-4	0	0	0	0
3	89	2273	1.022194352035884	0.041386543284292476	0.0017156082403108734	5500	320.534742832184	8.386508432114489e-4	1.782716674985653e-4	0	0	1	64	6.316536634393255e-4	2.76586716623539e-4	0	0	0	0
3	96	2372	1.022554106704883	0.0473910768941457	0.0013407005216628306	5500	416.000771760941	2.913108093743104e-4	9.307939824130501e-5	0	0	1	51	6.734168325861934e-4	2.915142624070606e-4	0	0	0	0
3	99	6620	1.02252628393772	0.04578168910550061	5.657469555698138e-4	5500	3638.58951282501	6.550442283726616e-4	1.38266438117164e-4	0	0	1	313	0.0010513956672070798	3.259231691521859e-4	0	0	1	298
3	101	12140	1.0299702135489819	0.04018710629642375	7.29548781139293e-4	5500	11404.1119656563	6.554865225311424e-4	1.3375762457846325e-4	0	0	0	0	0.0013687289455349113	3.700808723318572e-4	0	0	1	149
3	108	2551	1.0219273605479	0.028278756942698123	5.630493004390348e-4	5500	415.632725000381	4.1419932472589144e-4	1.1019347938171397e-4	0	0	0	0	2.983888474977951e-4	1.647648667063466e-4	0	0	0	0
3	109	6775	1.0139455097971524	0.04483518087414612	3.3672444234413327e-4	5500	3520.44918322563	4.8079576635712284e-4	1.1593110559271163e-4	0	0	1	210	6.930486006580659e-4	2.4456938562879727e-4	0	0	0	0
