pid	chromosome	block	num_variants	max_PSRF	mcmc_n	time	lambda	h2_est	h2_mean	h2_sd	h2_beta_mean	h2_beta_sd	num_variants_0.95	num_variants_0.5	num_CS95	num_variants_CS95
EAS	1	188	3098	1.003053859056989	5500	806.764616727829	0.002376576977493761	5.107906240044829e-4	5.16739008177335e-4	1.2698937171594588e-4	5.344239409665274e-4	2.287129194024703e-4	0	0	0	0
EAS	1	192	2704	1.0024148564819158	5500	1167.18948459625	0.002090102802485651	1.914166130391166e-4	1.9520257917356773e-4	5.093587194573196e-5	2.1174395963753122e-4	1.305549325598797e-4	0	0	0	0
EAS	1	198	5912	1.0032020732451812	5500	5229.91964364052	0.07887101458144574	1.4804858330960541e-4	1.52615757002619e-4	2.8583752669057672e-5	1.7200174919161814e-4	8.456130599675188e-5	0	0	0	0
EAS	1	201	2148	1.0037324137238792	5500	281.201164960861	0.0013811236148790326	1.3331758485498238e-4	1.383316521826069e-4	4.1150903322953294e-5	1.4531479845601358e-4	9.883421566692027e-5	0	0	0	0
EAS	1	204	1784	1.0021220978379706	5500	326.643930912018	0.001893587768390161	9.911751189971686e-5	1.0152034830155272e-4	3.2365753987472425e-5	9.891800808209332e-5	7.068621820259044e-5	0	0	0	0
EAS	1	213	1032	1.0016556398132128	5500	149.426615953445	0.0018593459784133778	3.3512432215088434e-5	3.32643771126766e-5	1.4742733612179045e-5	2.8175770198337542e-5	2.5673653168537235e-5	0	0	0	0
EAS	1	216	2104	1.0023533872237644	5500	517.808118581772	0.08339096161207604	7.587794058692087e-5	7.642010119308571e-5	2.370749204502376e-5	7.706221386481738e-5	5.437702665659605e-5	0	0	0	0
EAS	1	226	711	1.0022248637429831	5500	25.9395673274994	0.0024098521736192844	6.1022736777381265e-5	5.9456932662513194e-5	3.1631471972190574e-5	4.692641673953158e-5	4.245885939893589e-5	0	0	0	0
EAS	1	232	2612	1.0021239101704449	5500	542.37248134613	0.0019753380210581167	6.235510064105209e-5	6.15383176692357e-5	1.6822251766903813e-5	5.6033348411133884e-5	3.502956717895453e-5	0	0	0	0
EAS	1	239	1141	1.0021269453059676	5500	127.839972019196	0.001594335706430067	1.1188463890101165e-4	1.1606541385415714e-4	4.6784797004751995e-5	1.1852920548590741e-4	9.110747645732946e-5	0	0	0	0
EAS	1	240	5505	1.0023656730667838	5500	3951.80667233467	0.19244300857154428	1.0348405449552895e-4	1.0493616952799929e-4	1.986698134207083e-5	1.1116325210657348e-4	5.696465700258513e-5	0	0	0	0
EAS	1	243	1190	1.001690703628224	5500	108.913454055786	0.13565388723621097	8.819297726646729e-5	9.078915379319949e-5	3.749549506455769e-5	8.672451592460545e-5	7.148447744348423e-5	0	0	0	0
EAS	1	252	835	1.0020538136733432	5500	89.5776584148407	0.0020068806080500686	2.3321042985743382e-5	2.2568225757753723e-5	1.1108184838460643e-5	1.875252803111715e-5	1.8650337539050895e-5	0	0	0	0
EAS	1	262	1877	1.0032504776584192	5500	344.075026988983	0.23431163636983987	1.0242105246796567e-4	1.0312744979709656e-4	3.374454814977232e-5	1.002551788954657e-4	6.984612380325112e-5	0	0	0	0
EAS	1	263	1738	1.002305416328695	5500	470.095881938934	0.001605183641872465	5.0847339164626366e-5	5.020584263676633e-5	1.6913220440833622e-5	4.403567899618598e-5	3.1610269286576745e-5	0	0	0	0
EAS	1	274	2356	1.002556787042644	5500	683.222929954529	0.6256069353739888	3.6431381926331014e-4	3.7796501365944875e-4	1.0627219361489418e-4	3.965499356358103e-4	2.092127667509126e-4	0	0	0	0
EAS	2	4	908	1.001607238251771	5500	111.526793956757	9.477954097122666e-4	3.775166856366481e-5	3.7577735849329816e-5	1.7485157122257573e-5	3.102762094361053e-5	2.689066372407175e-5	0	0	0	0
EAS	2	33	2752	1.0023837259733694	5500	979.630621671677	0.002399965810142275	1.1581506683246754e-4	1.1590577191811447e-4	3.0797235248434546e-5	1.1233516730430206e-4	6.962974347362412e-5	0	0	0	0
EAS	2	38	2061	1.002385124625735	5500	467.386604785919	0.0030579079277518687	9.747005803267169e-5	9.90276205298516e-5	3.0825512742906344e-5	1.0366942313702305e-4	7.320628045007475e-5	0	0	0	0
EAS	2	45	2173	1.0020954638682	5500	521.144597053528	0.3659190176778351	9.972822084763673e-5	1.001902348769948e-4	2.930507567220453e-5	9.859958987683966e-5	6.426264669021128e-5	0	0	0	0
EAS	2	48	1366	1.0021464331693208	5500	308.052893638611	0.21234177774147045	7.37920820234506e-5	7.50792237547826e-5	2.81701493712047e-5	7.515668362632188e-5	5.961605330364699e-5	0	0	0	0
EAS	2	49	1765	1.0023097076344523	5500	486.907023191452	0.0017597155497052052	2.041080993990839e-4	2.0588921595371764e-4	6.667333707467404e-5	2.158195149771414e-4	1.3439047166834595e-4	0	0	0	0
EAS	2	63	1182	1.0045488666598439	5500	141.983645677567	0.49239743813067904	8.923103709258513e-4	9.393525139801308e-4	3.398753167074096e-4	9.000475996454409e-4	3.395147206080997e-4	0	0	1	108
EAS	2	66	3469	1.0024887221077061	5500	1433.50098347664	0.20668239933653298	1.0165963118717334e-4	1.0325901101872883e-4	2.5081263931701204e-5	1.0278668779637144e-4	5.9189283852263206e-5	0	0	0	0
EAS	2	79	1521	1.0026528884413224	5500	167.168847322464	0.005480495739742253	1.231858308433432e-4	1.258600077451932e-4	4.4671463953263604e-5	1.316138604890845e-4	9.434411364948821e-5	0	0	0	0
EAS	2	81	4075	1.0045201182268175	5500	1443.91263222694	0.5163921914209944	8.316736976082572e-4	8.381775698682244e-4	1.7705739046331876e-4	8.923356980992082e-4	3.075675499896333e-4	0	0	0	0
EAS	2	84	5420	1.0026909838852354	5500	2661.10871958733	0.008278869570159168	6.34604656092065e-5	6.323938856423716e-5	1.2054886213976727e-5	5.8692754948444254e-5	2.8083843957239236e-5	0	0	0	0
EAS	2	85	6065	1.0075698379540594	5500	6182.40715479851	0.11773380776137898	0.0015974494444897602	0.0015718906358628277	2.728418504961902e-4	0.001590267161477874	4.1843302634676983e-4	0	0	1	126
EAS	2	87	752	1.00301893580401	5500	55.9164805412292	0.002760791163650008	5.453290252872781e-4	5.441165284867359e-4	2.570997013984228e-4	5.207483644117445e-4	2.5295433652656514e-4	0	0	1	73
EAS	2	88	5803	1.0029195689756207	5500	4639.97037315369	0.39539822639868594	2.3584230965210026e-4	2.431885163702275e-4	4.3938689014475464e-5	2.614449703076585e-4	1.1934741902776932e-4	0	0	0	0
EAS	2	100	942	1.0022614461806407	5500	32.0381288528442	0.004144697918042771	9.385857744336323e-5	9.746052368541326e-5	4.404663180188621e-5	9.35126589622203e-5	8.22931200856119e-5	0	0	0	0
EAS	2	101	1105	1.001977383781843	5500	214.459100008011	0.0010004912723148049	1.4411885357688402e-5	1.4212096666162077e-5	5.976845963715464e-6	1.2866715158355606e-5	1.3452539356374508e-5	0	0	0	0
EAS	2	105	2888	1.0020903563283827	5500	1036.56806945801	0.004200442857448226	6.613785818171397e-5	6.566141493678932e-5	1.689452581260902e-5	6.043968607136349e-5	3.5908474825859427e-5	0	0	0	0
EAS	2	107	4146	1.0025257529329363	5500	2121.9239590168	0.14567121188586296	8.387536733240301e-5	8.41035966068415e-5	1.8512349407240715e-5	8.216740987036599e-5	4.400532029846706e-5	0	0	0	0
EAS	2	108	2975	1.0032356359806678	5500	1100.64317584038	0.00577497099522759	9.451711469286968e-5	9.481801714725231e-5	2.4253808115736285e-5	9.373112326447476e-5	5.599692167362273e-5	0	0	0	0
EAS	2	112	4021	1.0029154530553153	5500	2077.18923616409	0.004620687633160259	9.274994245821332e-5	9.211450254959912e-5	2.1043849472954044e-5	8.946253187912968e-5	4.778914229376454e-5	0	0	0	0
EAS	2	116	2225	1.004046398035679	5500	715.766027927399	0.5064398135026169	8.770008061565947e-4	9.124963487335739e-4	2.5990388121564355e-4	8.73156249102175e-4	3.3161776983083014e-4	0	0	1	70
EAS	2	145	1274	1.0024011221876443	5500	225.766931533813	0.0015973228976791404	3.0006422575796062e-5	3.048248230098738e-5	1.2127706312386175e-5	2.834075674108519e-5	2.386867195297268e-5	0	0	0	0
EAS	2	146	3839	1.0034846445234693	5500	2381.35132288933	0.5252441955836922	4.2343479642591685e-4	4.2663666686801864e-4	9.241616931697649e-5	4.462170733042847e-4	2.073812679232138e-4	0	0	0	0
EAS	2	147	5828	1.0023696966363118	5500	4652.297706604	0.004393003105816648	8.978750724469877e-5	8.914568591706969e-5	1.666659631267925e-5	8.469193505333098e-5	3.8916367488065204e-5	0	0	0	0
EAS	2	152	1567	1.0019597264766507	5500	132.283743858337	0.0023385256028729045	1.5408344805227666e-4	1.5947869615141674e-4	5.551858056755082e-5	1.6785109704441195e-4	1.2118178909034182e-4	0	0	0	0
EAS	2	153	2405	1.0026685781351854	5500	517.409570217133	0.08676397085589516	1.3693066322279532e-4	1.4050149074938057e-4	3.90261687304792e-5	1.410051740271219e-4	8.540110511453018e-5	0	0	0	0
EAS	2	154	1410	1.0035285677870462	5500	211.906293869019	0.2647537688844237	5.488745516663421e-4	5.647358566382987e-4	1.9513225041315203e-4	5.205765327017572e-4	2.3964060015791005e-4	0	0	0	0
EAS	2	161	3077	1.0027665404991235	5500	1227.65643119812	0.07405869911032137	1.0283515804215312e-4	1.0277069355848463e-4	2.5304007815789703e-5	1.0327852771178316e-4	6.218543039479932e-5	0	0	0	0
EAS	2	166	5611	1.0029512402686371	5500	3269.03924846649	0.7584587383468524	3.8976141884159175e-4	3.9817156190341427e-4	7.322009194468228e-5	4.176289745906193e-4	1.7086854831572027e-4	0	0	0	0
EAS	2	171	3004	1.0023500252988615	5500	936.201196670532	0.08987463146543506	8.736712642400061e-5	8.69675015285195e-5	2.2765218468654117e-5	8.43150882667992e-5	5.122718613656712e-5	0	0	0	0
EAS	2	176	3181	1.002949345324343	5500	1536.45041680336	0.003762223069325317	3.662398248630916e-4	3.7827876768659974e-4	8.993911423681335e-5	3.8596638523112837e-4	1.8506059346588754e-4	0	0	0	0
EAS	2	180	1429	1.002329543454907	5500	262.243533611298	0.5443568632603295	9.530344746720075e-5	9.628860365493893e-5	3.5124133911498404e-5	9.130478734931889e-5	6.918892690298095e-5	0	0	0	0
EAS	2	186	3370	1.002325887632591	5500	1494.60831022263	0.002304705165399468	8.042771135944976e-5	8.018481555756043e-5	1.957036393982239e-5	7.773006594551724e-5	4.6041916043787464e-5	0	0	0	0
EAS	2	190	7138	1.0025095914745932	5500	6131.74580955505	0.18241775721084452	1.134534611596832e-4	1.1562344312851052e-4	1.9079572394132012e-5	1.2574448963087367e-4	6.176133321284057e-5	0	0	0	0
EAS	2	195	6068	1.0029581695292022	5500	5312.13741874695	0.13260264983534653	1.1302077918606457e-4	1.1394215311218847e-4	2.0556839460670913e-5	1.1545317345401002e-4	5.382187923015037e-5	0	0	0	0
EAS	2	196	3000	1.0037276287066883	5500	937.505258798599	0.74721363712347455	8.705954046995624e-4	8.834367345913073e-4	2.1010678947671582e-4	8.738413212250355e-4	3.096580569307757e-4	0	0	1	126
EAS	2	197	2731	1.013987564517548	5500	925.218405246735	1.0615987914553866	0.0020259812877216096	0.001967931669032579	4.8647876485170865e-4	0.001965703701295804	4.986087993780105e-4	0	0	1	43
EAS	2	204	1818	1.0019605267122964	5500	412.512558698654	0.09681357312161176	1.8200717929220322e-4	1.9528830994274614e-4	6.28918575608124e-5	2.2177301854750514e-4	1.47451717446989e-4	0	0	0	0
EAS	2	205	1240	1.0021061919724124	5500	247.005927801132	0.6867212791183563	1.244574164126805e-4	1.269896459186025e-4	5.0456330452588496e-5	1.254720400637221e-4	9.375282579048751e-5	0	0	0	0
EAS	2	210	1267	1.0016864163316326	5500	144.105334043503	0.0019865865082651325	1.662172707072459e-5	1.6535481266786833e-5	6.651929845927474e-6	1.4984763741246531e-5	1.3720075787633753e-5	0	0	0	0
EAS	2	211	2080	1.002608747673465	5500	367.198359489441	0.002747608426007363	5.6224515724436324e-5	5.49529886950874e-5	1.6848855561926974e-5	5.037527754700827e-5	3.5394055399206056e-5	0	0	0	0
EAS	2	213	4096	1.0026916816431957	5500	2031.48253560066	0.0676433969047856	8.652617271767662e-5	8.664290197538359e-5	1.8899003157121164e-5	8.683782915957856e-5	4.713012422954725e-5	0	0	0	0
EAS	2	228	1738	1.00258629056113	5500	424.565604925156	0.0015376826685832678	1.0648773334297007e-4	1.0777702604170291e-4	3.514308295616191e-5	1.1383622540930892e-4	8.087609889517901e-5	0	0	0	0
EAS	2	232	1407	1.0021046763572243	5500	151.061110258102	0.001974417898350684	6.207197573197702e-5	6.128947954691066e-5	2.2802224759699865e-5	5.2859395420893664e-5	4.0498256821303215e-5	0	0	0	0
EAS	2	234	2026	1.0023311430154018	5500	392.22053694725	0.001566423088575017	7.347252285623467e-5	7.344421082912632e-5	2.3000251152945703e-5	6.901193614367852e-5	4.931062610990999e-5	0	0	0	0
EAS	2	241	1206	1.0027028891455938	5500	150.841933488846	0.001645485996657596	5.702189985504989e-5	5.5548627811748366e-5	2.294912414261024e-5	4.547698329750623e-5	3.764423370597632e-5	0	0	0	0
EAS	2	247	730	1.0021733075064123	5500	28.2544810771942	0.31916161553440214	1.7589290982372027e-4	1.912079835216402e-4	8.952317467963708e-5	1.860314224995334e-4	1.374868850150914e-4	0	0	0	0
EAS	3	1	6647	1.0025723626988718	5500	3717.82098984718	0.01674673524006279	1.0398297613761047e-4	1.0365088979582602e-4	1.7820532504529023e-5	1.0080265983279149e-4	4.268299727815437e-5	0	0	0	0
EAS	3	22	1123	1.0019785885435364	5500	94.6775214672089	0.0028087765607731087	8.384849233651631e-5	8.52091033035957e-5	3.586308599338952e-5	8.048595746941213e-5	6.88958559736256e-5	0	0	0	0
EAS	3	32	3102	1.002516731278811	5500	1379.17156839371	0.0035171045949607643	7.267236271040149e-5	7.267925414859797e-5	1.8621654935948485e-5	6.528823426690511e-5	4.238961527536908e-5	0	0	0	0
EAS	3	35	2795	1.0028629142261027	5500	922.367770671844	0.0029337019403266455	8.984191602659545e-5	8.959168624596869e-5	2.376350154217374e-5	8.378519884997189e-5	5.1819474668852265e-5	0	0	0	0
EAS	3	37	770	1.0024880980457123	5500	32.9874362945557	0.0034963460359978067	1.3580215982321006e-4	1.4164441356938397e-4	7.020272493218716e-5	1.232430212106867e-4	1.0021134726496272e-4	0	0	0	0
EAS	3	38	1733	1.003004495019377	5500	458.677770137787	0.4326945291782751	2.1678324952335552e-4	2.277668279862988e-4	7.263670192047744e-5	2.4260156304251878e-4	1.3825659590345355e-4	0	0	0	0
EAS	3	39	4010	1.009103196894447	5500	2449.05691885948	0.05976048101875597	9.689553358060396e-4	9.469121879909674e-4	1.9879042527552076e-4	9.389345989820702e-4	3.2086031460723416e-4	0	0	0	0
EAS	3	40	1372	1.002070597015947	5500	162.500681877136	0.004349097281778098	6.782596548514264e-5	6.699540833111206e-5	2.534057574395116e-5	6.003856067603702e-5	4.8346541122580624e-5	0	0	0	0
EAS	3	41	2903	1.0026173331061228	5500	674.845784664154	0.006929951357621058	7.2063038198017e-5	7.143565346421123e-5	1.876570387988113e-5	6.72554483021217e-5	4.268663958073993e-5	0	0	0	0
EAS	3	42	2343	1.0031924076142926	5500	448.776809692383	0.13211552593210896	8.749901633974853e-5	8.834395949767384e-5	2.524514407757009e-5	8.517103162910846e-5	5.556496363772941e-5	0	0	0	0
EAS	3	45	1275	1.002198954201185	5500	221.339155673981	0.0028188001472635245	5.570394206699407e-5	5.550051569174963e-5	2.2230840363936346e-5	4.795105578699394e-5	3.818829261675673e-5	0	0	0	0
EAS	3	48	2457	1.002365490714581	5500	506.311450481415	0.0031922562071849043	4.372123869024784e-5	4.3430263202999695e-5	1.2421720062203347e-5	4.0484389506491724e-5	2.732639833106755e-5	0	0	0	0
EAS	3	49	3859	1.0045581773980379	5500	2064.5636382103	0.42449926907721425	8.451554511752663e-4	8.647598046865881e-4	1.892425833940643e-4	8.641956397207965e-4	3.1598880769643747e-4	0	0	0	0
EAS	3	53	3527	1.0022967017393623	5500	1731.38429117203	0.002139285074482809	9.446785937534396e-5	9.522962754680904e-5	2.2505289743230116e-5	9.824844151918058e-5	5.611588034299455e-5	0	0	0	0
EAS	3	55	1038	1.001939127094899	5500	182.280879020691	0.0034630408615353566	4.6341131135526804e-5	4.6024323782642006e-5	2.0562754048347614e-5	4.0340177433904656e-5	4.087712796829063e-5	0	0	0	0
EAS	3	56	1522	1.0016151767072512	5500	168.892838001251	0.19968013512488803	7.665878617023285e-5	7.834882015094637e-5	2.862861966966293e-5	7.399738905973651e-5	5.414203890278546e-5	0	0	0	0
EAS	3	60	3315	1.0033015522929976	5500	1016.03141880035	0.46683743994567495	7.761796126493222e-4	8.39834226092289e-4	1.9390821669100874e-4	7.838305814620354e-4	3.039952159988316e-4	0	0	0	0
EAS	3	61	1604	1.0042173429596915	5500	323.559699296951	0.18895768642647814	4.4419848036727534e-4	4.637979867650233e-4	1.534607168544512e-4	4.5480729884094515e-4	2.3098687934138966e-4	0	0	0	0
EAS	3	63	6410	1.0063286306497568	5500	4864.98106122017	1.4053033239450832	0.002318808710587217	0.002384468902793098	3.844446440211697e-4	0.002348120270914979	5.27587004160857e-4	0	0	1	265
EAS	3	74	1427	1.00205121095545	5500	269.766735315323	0.269274621852144	8.333306435857032e-5	8.493472479653788e-5	3.160231752293962e-5	8.328448511439733e-5	6.411222460857925e-5	0	0	0	0
EAS	3	81	1429	1.0015920467993935	5500	105.619905948639	0.0035042135465670004	6.101904006841128e-5	5.96963153884698e-5	2.2696898926718447e-5	4.960680054156759e-5	3.7595878864474796e-5	0	0	0	0
EAS	3	88	2587	1.002160528549246	5500	872.962567090988	0.0031988659947277203	7.80499480220137e-5	7.710679832959398e-5	2.145077029401953e-5	6.958170487955481e-5	4.300731557381859e-5	0	0	0	0
EAS	3	89	1553	1.0018679146914535	5500	182.83148765564	0.23108750281712287	9.503385645832806e-5	9.769647269974196e-5	3.469491268863058e-5	9.655452032488638e-5	7.055538105353056e-5	0	0	0	0
EAS	3	96	1979	1.00462245526364	5500	352.409792661667	0.20868879068651136	4.393567745843775e-4	4.554001600526072e-4	1.3685343764283862e-4	4.677136991258418e-4	2.2662862658157359e-4	0	0	0	0
EAS	3	99	5403	1.002536557319634	5500	4134.4709186554	0.16689327576810498	6.650707837666235e-4	6.625934015579036e-4	1.2298915483079272e-4	6.794837448206045e-4	2.5063397246380745e-4	0	0	1	335
EAS	3	101	9875	1.0031405958219466	5500	6098.82591080666	0.08721631005871044	8.512459944096934e-4	8.494317807463841e-4	1.1998458987522433e-4	8.809844542372839e-4	2.7234974494848513e-4	0	0	1	155
EAS	3	108	1584	1.0029366040030017	5500	356.021283626556	0.0020802966697012672	6.570389668629766e-5	6.516315238882737e-5	2.348084825762175e-5	5.707806467873535e-5	4.1573538665139054e-5	0	0	0	0
EAS	3	109	5267	1.0029048530570452	5500	2753.43278264999	0.21224302629685843	2.2938132796517416e-4	2.316185882562753e-4	4.382158183319522e-5	2.4168980679507222e-4	1.1066517491696981e-4	0	0	0	0
EAS	3	119	4321	1.0024970718773742	5500	1641.2328646183	0.004520795775882035	8.776976425354685e-5	8.746483829031839e-5	1.858958944364311e-5	8.521549033719239e-5	4.3120482974825e-5	0	0	0	0
EAS	3	120	1912	1.0022147910408366	5500	352.134068250656	0.0022735614588836163	5.4353121428864474e-5	5.3816491896429765e-5	1.6874451162856485e-5	4.85137534436808e-5	3.4548946459760434e-5	0	0	0	0
EAS	3	131	845	1.0017285771966191	5500	105.90110039711	0.001080647323512639	1.7173910478555593e-5	1.6935775205234084e-5	8.198933755436668e-6	1.5482580414602955e-5	1.691426820176111e-5	0	0	0	0
EAS	3	140	2835	1.004675625463102	5500	823.504978656769	0.0032995942851710464	7.818983534705178e-4	7.762232050229675e-4	1.9761346087792374e-4	7.498975869152719e-4	2.892503351575138e-4	0	0	1	186
EAS	3	165	3344	1.0027157038987136	5500	884.020421266556	0.0034935379099265704	1.6379613233807465e-4	1.685066091974608e-4	4.1045005058880436e-5	1.885391882534882e-4	1.0861023842511425e-4	0	0	0	0
EAS	3	166	8130	1.0073233473026566	5500	10024.9567055702	0.6987050091571516	0.0013543149468114414	0.0013567106823862483	2.0487792150702608e-4	0.001427573974484862	3.7931897860294604e-4	0	0	1	210
