chromosome	block	num_variants	num_variants.EUR	num_variants.AFR	num_variants.EAS	nlog10minP.EUR	nlog10minP.AFR	nlog10minP.EAS
1	1	1558	487	1401	81	5.6303293360348565	2.5263505596091025	2.5797651235516463
1	2	1781	817	1463	130	7.253780455572569	3.479188003063458	1.2197310412996378
1	4	2434	1278	1983	446	8.238533142949903	2.629648439704585	3.5324748505172616
1	17	7456	3414	6673	1843	5.481680073268348	4.462846107260018	2.592664196808868
1	19	6365	2752	5446	1424	12.882954374611622	2.478646749185542	3.037657388034313
1	35	7642	3204	6606	1476	20.840844314688145	3.4587978571122133	6.160994009737205
1	40	2451	1313	2215	721	9.192004264795578	2.779486092969835	2.451747207901491
1	48	2962	1269	2605	664	35.1969588666817	3.6387212100965174	4.406744730188655
1	49	2814	1109	2515	514	7.229651977531108	3.5295316502579777	1.2245841096117074
1	51	2775	1273	2339	582	74.9572948665409	4.149580692871614	6.995342522785297
1	52	7761	3254	6681	1614	37.0875831287313	3.4029204290495705	2.349106623333911
1	53	6819	3076	5745	1238	12.815808089231826	4.140329968935788	5.521275529865748
1	58	8070	3265	6876	1604	8.228508852040974	3.909191611160321	3.4072929188757013
1	67	5205	2527	4462	1285	5.722259060157924	3.197681341483257	2.898351526068737
1	70	5239	2602	4545	1434	10.524372536054091	4.263182565307136	2.7969136312224614
1	73	7405	3361	6461	1710	6.218900492221895	4.214647177365221	4.408807670925436
1	74	7092	3114	6203	1519	5.4665410706657935	4.305700220271248	2.4494428664445023
1	75	9345	4126	7814	2502	11.460823470611192	4.099129893044385	3.415107017008103
1	76	4619	1936	4022	1364	6.785410739454096	5.381815326839355	3.1807816524713406
1	80	2693	1234	2388	855	2.909210583129171	7.727928589378827	2.730553094222391
1	81	1932	920	1684	557	3.994043421808119	7.102973125617814	2.0589126086425105
1	82	4220	2023	3661	967	3.3211947777819852	5.560609382048025	2.608364621537316
1	83	4906	2438	4307	1594	241.40865530567808	31.005418754749915	7.381212764338192
1	84	7777	3672	6738	2380	1012.9467448092468	263.2365288844761	33.89216085991163
1	85	2269	1292	2030	799	23.37162954095569	4.661993927141065	4.681419567292191
1	89	4347	2038	3876	1230	3.7141059594371657	5.219960698261918	3.4953997255378773
1	92	5210	2655	4539	1453	2.4630452609579496	5.663532120499112	1.9987083754961612
1	94	1219	684	1062	306	10.992949106158884	6.136528068143425	3.107218218878208
1	95	1120	459	1028	317	2.403547285488014	5.622842219855278	1.9707066483481768
1	96	4617	2312	4172	1287	9.367146140944683	5.2299492194003605	2.8866179548303146
1	97	5843	2843	5194	1460	415.3692196191511	57.796283642486536	19.20480596779207
1	100	4720	2251	4171	1545	11.99515105466158	4.410669861940465	5.00303698296427
1	109	6579	3087	5653	1716	5.771314356906861	3.634607914180185	6.61540654469638
1	124	7961	3866	6943	2075	18.93353660664259	2.6104284525326062	1.9603491283525856
1	125	10210	4583	8752	2314	40.62996947075397	16.000071561014995	10.483131398527746
1	127	4278	2212	3748	1265	7.342335065351016	3.751681906157257	2.5713818131615893
1	136	5887	2633	5116	1306	6.06135389118365	3.7808802250653986	2.9092812324513124
1	138	7716	3564	6746	1529	1162.3125511820194	129.6969579130338	71.65726088570291
1	139	1756	911	1521	354	7.952296503132617	2.3367730812829004	3.090476086768714
1	140	2437	1281	2156	699	5.014554832963894	3.3457188445693453	2.734927179004147
1	141	3012	1533	2605	765	7.742348739145882	3.0648510597251835	2.964042187691203
1	144	4259	1795	3689	759	5.623635960840015	3.684588831818949	3.352742978867398
1	145	3428	1771	2854	857	9.041820028809846	4.457495614944677	2.209583476895822
1	150	5766	2708	4985	1536	8.554551629906555	2.4477038237295456	3.5116371376363245
1	151	7703	3424	6771	2238	7.663559881206315	3.1739985982344656	2.5360758138282793
1	153	5837	2557	5273	1674	9.564231670780112	2.8387785111050685	1.765704279032327
1	154	10276	4061	8827	2213	11.1547533156253	3.456229207606232	3.5077291412549916
1	156	5573	2524	4660	1278	9.227039563482082	3.0812777438828287	3.899621101654248
1	158	6421	2671	5394	942	13.889062948694606	3.891144298807986	3.5219802263278197
1	162	4936	2204	4315	1113	14.709991652142556	3.66641167140452	4.097861553055761
1	168	6300	3038	5378	1564	18.770981117829432	3.1674324931873805	3.902634487938158
1	169	8206	4240	7264	2617	6.4798993161055165	3.6676754098060407	3.083831019056739
1	175	8284	4071	7195	2085	8.316907485275731	3.487250483355052	2.9674490768891504
1	182	8745	3641	7706	2046	5.645820468109224	2.9868565528658344	2.5861481603006635
1	183	8358	3828	7267	2136	7.252367672599184	2.9023615638632005	2.049074697157274
1	185	2729	1213	2393	579	5.436536721311084	2.744670490727917	3.286417315044013
1	187	5598	2613	4746	1445	8.366528378587343	2.897480330724482	2.809306788092812
1	188	6148	2952	5430	1835	5.007811193662106	2.9188919169318783	2.0968610082637684
1	192	6158	2847	5275	1664	17.134319003044833	3.4901813362777454	3.5339159321150913
1	201	7464	2970	6319	1726	8.181071315675988	3.706701606832389	4.828096518247374
1	202	5978	2943	5225	1526	10.20299083819388	3.5102997858637486	2.598610292461289
1	205	2293	1086	2069	630	3.144932335820909	6.439604492715818	2.2820268959767156
1	209	1496	808	1295	498	8.264991012529514	2.058010838678757	4.265511530663814
1	213	3255	1586	2836	865	6.403086043121231	3.5067643770664256	2.302601271371375
1	221	5624	2542	4896	1649	7.331147821445089	2.9658706550119316	2.0141552899961823
1	223	6414	3229	5603	1710	6.121579328958334	2.6830594421249674	2.4801408495386363
1	224	3780	1809	3371	1119	6.873599002436176	3.647621198930545	2.9593081087376096
1	226	2362	1309	2006	665	9.475476779369044	3.5831467116188236	2.457467728915764
1	229	5137	2698	4337	1438	3.2513772591136423	5.0177207770991314	3.4846081527581494
1	233	7566	3515	6644	2143	5.266732224144549	3.3707407817661523	2.882354836050834
1	234	8786	4055	7611	2539	73.52036659370239	7.832096485183558	16.202858793041354
