pid	chromosome	block	num_variants	L	time	num_variants_0.95	num_variants_0.5	num_CS95	num_variants_CS95
EAS	16	19	2108	5	7.33252048492432	0	0	0	0
EAS	16	21	1476	5	3.17171263694763	0	0	0	0
EAS	16	26	1729	5	4.43116068840027	0	0	0	0
EAS	16	36	2128	5	9.66212248802185	0	0	0	0
EAS	16	41	1766	5	2.78480172157288	0	0	0	0
EAS	16	47	1087	5	2.97298574447632	0	0	0	0
EAS	16	59	759	5	2.39513969421387	0	0	0	0
EAS	16	63	1787	5	6.02511739730835	0	0	0	0
EAS	16	79	1634	5	3.89868903160095	0	0	0	0
EAS	16	84	741	5	3.36540627479553	0	0	0	0
EAS	16	85	3631	5	15.9811120033264	0	0	1	111
EAS	16	88	3124	5	14.2223188877106	0	0	0	0
EAS	16	89	4363	5	31.5319716930389	0	0	0	0
EAS	16	106	2076	5	4.21629309654236	0	0	0	0
EAS	16	128	3038	5	14.8437066078186	0	0	0	0
EAS	17	7	672	5	2.49953007698059	0	0	0	0
EAS	17	9	2024	5	7.5349428653717	0	0	0	0
EAS	17	17	2514	5	10.018728017807	0	0	0	0
EAS	17	40	1582	5	3.28652358055115	0	0	0	0
EAS	17	51	3108	5	10.60133934021	0	0	0	0
EAS	17	53	2732	5	8.88993573188782	0	0	0	0
EAS	17	55	3300	5	11.8181264400482	0	0	0	0
EAS	17	56	1086	5	2.53394031524658	0	0	0	0
EAS	17	66	166	5	2.81449484825134	0	0	0	0
EAS	17	71	1363	5	3.99615240097046	0	0	0	0
EAS	17	74	2435	5	9.84488034248352	0	0	0	0
EAS	17	75	3358	5	10.8462846279144	0	0	0	0
EAS	17	88	597	5	3.24061846733093	0	0	0	0
EAS	17	90	3018	5	11.5921547412872	0	0	0	0
EAS	17	94	1356	5	2.63446664810181	0	0	0	0
EAS	17	99	153	5	2.88934183120728	0	0	0	0
EAS	17	100	1374	5	6.36209273338318	0	0	0	0
EAS	17	118	1270	5	5.17593836784363	0	0	0	0
EAS	17	130	1283	5	4.27555274963379	0	0	0	0
EAS	17	132	588	5	1.96496987342834	0	0	0	0
EAS	18	16	915	5	2.05738234519958	0	0	0	0
EAS	18	23	567	5	2.54874873161316	0	0	0	0
EAS	18	46	1805	5	7.28375506401062	0	0	0	0
EAS	18	49	3194	5	14.0801682472229	0	0	0	0
EAS	18	50	2957	5	11.804780960083	0	0	0	0
EAS	18	73	3533	5	15.0040862560272	0	0	0	0
EAS	18	74	3818	5	19.5761654376984	0	0	0	0
EAS	18	75	713	5	2.92174816131592	0	0	0	0
EAS	18	88	1963	5	3.27207541465759	0	0	0	0
EAS	18	98	1310	5	5.01218557357788	0	0	0	0
EAS	18	102	745	5	4.28382682800293	0	0	0	0
EAS	18	120	1569	5	3.14607000350952	0	0	0	0
EAS	19	22	936	5	3.61365842819214	0	0	0	0
EAS	19	25	934	5	3.65361595153809	0	0	0	0
EAS	19	32	868	5	2.84046792984009	0	0	1	45
EAS	19	38	381	5	3.18476343154907	0	0	0	0
EAS	19	39	2266	5	9.33336234092712	0	0	0	0
EAS	19	52	859	5	2.39096808433533	0	0	0	0
EAS	19	53	2140	5	5.56717824935913	0	0	0	0
EAS	19	57	2184	5	8.45950508117676	0	0	1	7
EAS	19	59	105	5	1.81264877319336	0	0	0	0
EAS	19	62	2777	5	8.67087697982788	0	0	0	0
EAS	19	63	857	5	3.20103025436401	0	0	1	42
EAS	19	67	5919	5	30.7734248638153	0	0	0	0
EAS	19	80	335	5	2.32071256637573	0	0	0	0
EAS	19	81	1173	5	3.7387418746948198	0	0	0	0
EAS	19	83	568	5	2.05895662307739	0	0	0	0
EAS	19	103	421	5	2.20346784591675	0	0	0	0
EAS	19	108	532	5	3.23873066902161	0	0	0	0
EAS	19	111	1033	5	2.19862461090088	0	0	0	0
EAS	20	7	1011	5	2.6977641582489	0	0	0	0
EAS	20	9	681	5	1.58640384674072	0	0	0	0
EAS	20	47	1868	5	5.73740911483765	0	0	1	20
EAS	20	53	560	5	3.52157521247864	0	0	0	0
EAS	20	61	4407	5	13.8720831871033	0	0	0	0
EAS	20	63	3342	5	15.2765076160431	0	0	0	0
EAS	20	66	1903	5	5.71120858192444	0	0	0	0
EAS	20	67	1069	5	4.28929901123047	0	0	0	0
EAS	20	70	1275	5	5.61664485931396	0	0	0	0
EAS	20	71	2112	5	6.80239033699036	0	0	0	0
EAS	20	77	2215	5	6.91283106803894	0	0	0	0
EAS	20	80	90	5	1.77610421180725	0	0	0	0
EAS	20	96	1057	5	4.50736498832703	0	0	0	0
EAS	20	114	1327	5	5.29426240921021	0	0	0	0
EAS	21	2	375	5	3.67475986480713	0	0	0	0
EAS	21	16	1334	5	3.46319890022278	0	0	0	0
EAS	21	21	486	5	3.27204513549805	0	0	0	0
EAS	21	37	1496	5	4.6023108959198	0	0	0	0
EAS	21	64	1494	5	3.12132453918457	0	0	0	0
EAS	22	9	1121	5	5.69571018218994	0	0	0	0
EAS	22	13	784	5	2.48696088790894	0	0	0	0
EAS	22	24	2016	5	10.6801578998566	0	0	0	0
EAS	22	29	1673	5	3.56654000282288	0	0	0	0
EAS	22	32	1174	5	3.37567400932312	0	0	0	0
EAS	22	44	897	5	8.21291279792786	0	0	0	0
EAS	22	45	1100	5	2.97525715827942	0	0	0	0
EAS	22	46	3593	5	12.5692682266235	0	0	0	0
EAS	22	54	1181	5	2.71525382995605	0	0	0	0
EAS	22	57	107	5	1.33236241340637	0	0	0	0
EAS	22	61	684	5	2.24844861030579	0	0	0	0
EAS	22	69	1143	5	2.53388547897339	0	0	0	0
