pid	chromosome	block	num_variants	time	num_variants_0.95	num_variants_0.5	num_CS95	num_variants_CS95
EAS	1	2	495	96.3142273426056	0	0	1	103
EAS	1	5	1109	264.231488704681	0	0	0	0
EAS	1	15	1585	332.310518264771	0	0	0	0
EAS	1	17	2112	394.132478237152	0	0	0	0
EAS	1	32	607	86.7176625728607	0	0	0	0
EAS	1	52	1937	318.81462717056303	0	0	1	91
EAS	1	53	1944	255.269619703293	0	0	0	0
EAS	1	55	1674	260.145140886307	0	0	0	0
EAS	1	63	2018	380.758601427078	0	0	0	0
EAS	1	68	780	48.2869215011597	0	0	0	0
EAS	1	70	1671	378.032961130142	0	0	0	0
EAS	1	72	1426	318.908822774887	0	0	0	0
EAS	1	74	2203	306.186851024628	0	0	1	170
EAS	1	92	1861	500.929338216782	0	0	0	0
EAS	1	100	2396	433.107506513596	0	0	0	0
EAS	1	105	5088	416.044432878494	0	0	0	0
EAS	1	115	1911	422.958997249603	0	0	0	0
EAS	1	117	1292	291.203872680664	0	0	0	0
EAS	1	125	3555	508.479145288467	0	0	0	0
EAS	1	127	1723	318.153964757919	0	0	0	0
EAS	1	128	3033	754.127088785172	0	0	0	0
EAS	1	129	838	139.582972288132	0	0	0	0
EAS	1	141	1174	218.888657569885	0	0	0	0
EAS	1	147	1590	405.744167804718	0	0	0	0
EAS	1	154	3001	432.277866601944	0	0	0	0
EAS	1	156	1629	383.021994590759	0	0	0	0
EAS	1	158	1230	173.855907917023	0	0	0	0
EAS	1	166	845	136.823788881302	0	0	0	0
EAS	1	170	2067	415.353136301041	0	0	0	0
EAS	1	175	3040	1015.29663348198	0	0	0	0
EAS	1	183	3491	380.874228000641	0	0	0	0
EAS	1	185	958	126.139160871506	0	0	0	0
EAS	1	186	1833	459.294557094574	0	0	0	0
EAS	1	187	2083	568.568241834641	0	0	0	0
EAS	1	188	3098	363.842528343201	0	0	1	350
EAS	1	192	2704	706.568538188934	0	0	0	0
EAS	1	198	5912	1485.61902236938	0	0	0	0
EAS	1	201	2148	442.896996259689	0	0	0	0
EAS	1	204	1784	433.482244253159	0	0	0	0
EAS	1	213	1032	206.246198415756	0	0	0	0
EAS	1	216	2104	390.491302728653	0	0	0	0
EAS	1	226	711	124.07545542717	0	0	0	0
EAS	1	232	2612	797.246971607208	0	0	0	0
EAS	1	239	1141	227.365859270096	0	0	0	0
EAS	1	240	5505	2129.44357085228	0	0	0	0
EAS	1	243	1190	229.188173055649	0	0	0	0
EAS	1	252	835	163.830021381378	0	0	0	0
EAS	1	262	1877	493.382832050323	0	0	0	0
EAS	1	263	1738	423.506253957748	0	0	0	0
EAS	1	274	2356	456.850373268127	0	0	0	0
EAS	2	4	908	183.107635974884	0	0	0	0
EAS	2	33	2752	934.903222322464	0	0	0	0
EAS	2	38	2061	511.62732219696	0	0	0	0
EAS	2	45	2173	504.80363535881	0	0	0	0
EAS	2	48	1366	332.539611816406	0	0	0	0
EAS	2	49	1765	376.104091405869	0	0	0	0
EAS	2	63	1182	253.627017498016	0	0	1	69
EAS	2	66	3469	887.568382740021	0	0	0	0
EAS	2	79	1521	292.069172620773	0	0	0	0
EAS	2	81	4075	612.373628377914	0	0	0	0
EAS	2	84	5420	1764.00170707703	0	0	0	0
EAS	2	85	6065	1966.99981641769	0	0	1	77
EAS	2	87	752	41.4290764331818	0	0	1	42
EAS	2	88	5803	1403.95040774345	0	0	0	0
EAS	2	100	942	110.745814561844	0	0	0	0
EAS	2	101	1105	258.874544858932	0	0	0	0
EAS	2	105	2888	819.400398731232	0	0	0	0
EAS	2	107	4146	679.946709394455	0	0	0	0
EAS	2	108	2975	870.577919244766	0	0	0	0
EAS	2	112	4021	1248.28445315361	0	0	0	0
EAS	2	116	2225	133.006463766098	0	0	0	0
EAS	2	145	1274	278.510892868042	0	0	0	0
EAS	2	146	3839	882.657644510269	0	0	0	0
EAS	2	147	5828	898.866807699203	0	0	0	0
EAS	2	152	1567	303.293998479843	0	0	0	0
EAS	2	153	2405	605.679436206818	0	0	0	0
EAS	2	154	1410	227.568971633911	0	0	0	0
EAS	2	161	3077	926.739441156387	0	0	0	0
EAS	2	166	5611	912.264024972916	0	0	0	0
EAS	2	171	3004	733.081783771515	0	0	0	0
EAS	2	176	3181	817.092077970505	0	0	0	0
EAS	2	180	1429	326.144609928131	0	0	0	0
EAS	2	186	3370	1142.89633750916	0	0	0	0
EAS	2	190	7138	1173.7372944355	0	0	0	0
EAS	2	195	6068	1978.30003404617	0	0	0	0
EAS	2	196	3000	441.873696327209	0	0	1	155
EAS	2	197	2731	384.451573133469	0	0	1	24
EAS	2	204	1818	366.288637638092	0	0	0	0
EAS	2	205	1240	113.347873926163	0	0	0	0
EAS	2	210	1267	299.106741666794	0	0	0	0
EAS	2	211	2080	541.264589071274	0	0	0	0
EAS	2	213	4096	1348.26489806175	0	0	0	0
