pheno	chromosome	block	num_variants_0.9.UKBB.EUR	num_variants_0.9.UKBB_0.1.GLGC.EUR	num_variants_0.9.UKBB.AFR	num_variants_0.9.UKBB_0.1.GLGC.AFR	num_variants_0.9.UKBB.EAS	num_variants_0.9.UKBB_0.1.GLGC.EAS
TC	16	103	0	0	0	0	0	0
TC	16	104	0	0	0	0	0	0
TC	16	110	0	0	0	0	0	0
TC	16	113	0	0	0	0	0	0
TC	16	116	0	0	0	0	0	0
TC	16	119	0	0	0	0	0	0
TC	16	120	0	0	0	0	0	0
TC	16	125	0	0	0	0	0	0
TC	16	126	0	0	0	0	0	0
TC	16	127	0	0	0	0	0	0
TC	16	128	0	0	0	0	0	0
TC	17	9	0	0	0	0	0	0
TC	17	15	0	0	0	0	0	0
TC	17	16	0	0	0	0	0	0
TC	17	17	0	0	0	0	0	0
TC	17	22	0	0	0	0	0	0
TC	17	23	1	0	0	0	0	0
TC	17	24	0	0	0	0	0	0
TC	17	25	0	0	0	0	0	0
TC	17	28	0	0	0	0	0	0
TC	17	30	0	0	0	0	0	0
TC	17	49	0	0	0	0	0	0
TC	17	51	0	0	0	0	0	0
TC	17	53	0	0	0	0	0	0
TC	17	54	0	0	0	0	0	0
TC	17	55	0	0	0	0	0	0
TC	17	65	0	0	0	0	0	0
TC	17	70	0	0	0	0	0	0
TC	17	71	0	0	0	0	0	0
TC	17	73	1	0	0	0	0	0
TC	17	74	0	0	0	0	0	0
TC	17	75	0	0	0	0	0	0
TC	17	76	0	0	0	0	0	0
TC	17	78	0	0	0	0	0	0
TC	17	80	0	0	0	0	0	0
TC	17	85	0	0	0	0	0	0
TC	17	87	0	0	0	0	0	0
TC	17	90	0	0	0	0	0	0
TC	17	94	0	0	0	0	0	0
TC	17	95	0	0	0	0	0	0
TC	17	97	0	0	0	0	0	0
TC	17	98	0	0	0	0	0	0
TC	17	100	0	0	0	0	0	0
TC	17	101	0	0	0	0	0	0
TC	17	102	2	0	0	0	0	0
TC	17	103	0	0	0	0	0	0
TC	17	104	0	0	0	0	0	0
TC	17	105	0	0	0	0	0	0
TC	17	109	0	0	0	0	0	0
TC	17	116	0	0	0	0	0	0
TC	17	117	0	0	0	0	0	0
TC	17	118	0	0	0	0	0	0
TC	17	121	0	0	0	0	0	0
TC	17	123	0	0	0	0	0	0
TC	17	125	0	0	0	0	0	0
TC	17	128	0	0	0	0	0	0
TC	17	130	0	0	0	0	0	0
TC	17	133	0	0	0	0	0	0
TC	17	134	0	0	0	0	0	0
TC	18	8	0	0	0	0	0	0
TC	18	9	1	0	0	0	0	0
TC	18	31	0	0	0	0	0	0
TC	18	35	0	0	0	0	0	0
TC	18	39	0	0	0	0	0	0
TC	18	41	0	0	0	0	0	0
TC	18	42	0	0	0	0	0	0
TC	18	52	0	0	0	0	0	0
TC	18	61	0	0	0	0	0	0
TC	18	68	0	0	0	0	0	0
TC	18	69	2	0	0	0	0	0
TC	18	74	0	0	0	0	0	0
TC	18	77	0	0	0	0	0	0
TC	18	78	0	0	0	0	0	0
TC	18	81	0	0	0	0	0	0
TC	18	85	0	0	0	0	0	0
TC	18	88	0	0	0	0	0	0
TC	18	119	0	0	0	0	0	0
TC	19	2	0	0	0	0	0	0
TC	19	5	0	0	0	0	0	0
TC	19	6	0	0	0	0	0	0
TC	19	12	0	0	0	0	0	0
TC	19	15	0	0	0	0	0	0
TC	19	16	0	0	0	0	0	0
TC	19	19	0	0	0	0	0	0
TC	19	20	0	0	0	0	0	0
TC	19	21	0	0	0	0	0	0
TC	19	22	0	0	0	0	0	0
TC	19	25	0	0	0	0	0	0
TC	19	30	0	0	0	0	0	0
TC	19	32	0	0	0	0	0	0
TC	19	33	0	0	0	0	0	0
TC	19	35	0	0	0	0	0	0
TC	19	36	0	0	0	0	0	0
TC	19	37	1	0	0	0	0	0
TC	19	38	1	0	0	0	0	0
TC	19	39	0	0	0	0	0	0
TC	19	42	0	0	0	0	0	0
TC	19	46	0	0	0	0	0	0
TC	19	49	0	0	0	0	0	0
TC	19	51	0	0	0	0	0	0
TC	19	52	0	0	0	0	0	0
TC	19	53	1	0	0	0	0	0
TC	19	54	0	0	0	0	0	0
TC	19	63	0	0	0	0	0	0
TC	19	64	0	0	0	0	0	0
TC	19	65	0	0	0	0	0	0
TC	19	67	0	0	0	0	0	0
TC	19	70	0	0	0	0	0	0
TC	19	71	0	0	0	0	0	0
TC	19	72	0	0	0	0	0	0
TC	19	73	0	0	0	0	0	0
TC	19	74	3	0	0	0	0	0
TC	19	75	1	0	2	0	1	0
TC	19	76	3	0	0	0	0	0
TC	19	77	1	0	0	0	0	0
TC	19	79	0	0	0	0	0	0
TC	19	80	0	0	0	0	0	0
TC	19	81	0	0	0	0	0	0
TC	19	89	0	0	0	0	0	0
TC	19	90	0	0	0	0	0	0
TC	19	98	0	0	0	0	0	0
TC	19	103	0	0	0	0	0	0
TC	19	104	0	0	0	0	0	0
TC	19	107	0	0	0	0	0	0
TC	19	110	0	0	0	0	0	0
TC	19	111	1	0	0	0	0	0
TC	20	2	0	0	0	0	0	0
TC	20	10	0	0	0	0	0	0
TC	20	12	0	0	0	0	0	0
TC	20	18	0	0	0	0	0	0
TC	20	19	0	0	0	0	0	0
TC	20	40	0	0	0	0	0	0
TC	20	48	0	0	0	0	0	0
TC	20	55	0	0	0	0	0	0
TC	20	59	0	0	0	0	0	0
TC	20	60	0	0	0	0	0	0
TC	20	63	0	0	0	0	0	0
TC	20	64	1	0	0	0	0	0
TC	20	65	0	0	0	0	0	0
TC	20	66	0	0	0	0	0	0
TC	20	67	0	0	0	0	0	0
TC	20	68	0	0	0	0	0	0
TC	20	69	1	0	0	0	0	0
TC	20	70	0	0	0	0	0	0
TC	20	71	0	0	0	0	0	0
TC	20	77	0	0	0	0	0	0
TC	20	78	0	0	0	0	0	0
TC	20	86	0	0	0	0	0	0
TC	20	87	0	0	0	0	0	0
TC	20	89	0	0	0	0	0	0
TC	20	112	0	0	0	0	0	0
TC	20	115	0	0	0	0	0	0
TC	21	3	0	0	0	0	0	0
TC	21	5	0	0	0	0	0	0
TC	21	30	0	0	0	0	0	0
TC	21	33	0	0	0	0	0	0
TC	21	37	0	0	0	0	0	0
TC	21	41	0	0	0	0	0	0
TC	21	48	0	0	0	0	0	0
TC	21	53	0	0	0	0	0	0
TC	21	64	0	0	0	0	0	0
TC	22	1	1	1	0	0	0	0
TC	22	5	0	0	0	0	0	0
TC	22	9	0	0	0	0	0	0
TC	22	13	0	0	0	0	0	0
TC	22	29	0	0	0	0	0	0
TC	22	30	0	0	0	0	0	0
TC	22	36	0	0	0	0	0	0
TC	22	37	0	0	0	0	0	0
TC	22	40	0	0	0	0	0	0
TC	22	43	0	0	0	0	0	0
TC	22	45	0	0	0	0	0	0
TC	22	46	0	0	0	0	0	0
TC	22	47	0	0	0	0	0	0
TC	22	49	0	0	0	0	0	0
TC	22	54	0	0	0	0	0	0
TC	22	55	0	0	0	0	0	0
TC	22	56	0	0	0	0	0	0
TC	22	57	0	0	0	0	0	0
TC	22	69	0	0	0	0	0	0
TC	22	70	0	0	0	0	0	0
