chromosome	block	num_variants	num_variants.EUR	num_variants.AFR	num_variants.EAS	nlog10minP.EUR	nlog10minP.AFR	nlog10minP.EAS
1	3	1089	519	820	156	6.8829427528603295	1.7915735881819363	2.7522775363046503
1	4	2418	1272	1984	407	11.327607923625951	2.9564452084821284	2.382163663905961
1	5	4183	1955	3594	488	6.50489182430698	3.5148106584823093	1.589554773970316
1	15	5915	2722	5216	1437	5.501540126504074	3.135612325996088	1.3279232343341665
1	17	7392	3336	6602	1882	5.323023326713329	3.664189792756531	2.535022459898154
1	18	2807	1456	2496	790	5.990203098841834	2.639251816431396	2.7790830026497115
1	19	6289	2682	5384	1298	6.104427841331068	2.8352900727885815	2.2919907485014357
1	21	4107	1723	3660	1080	5.18233702398775	2.627368794698633	2.8482144668592677
1	23	2054	991	1852	620	5.543617947917908	2.947147872684557	1.6083555799055766
1	32	1608	882	1442	511	6.774988364511669	2.303050077401697	2.272853309598753
1	35	7576	3113	6543	1512	13.133828218946917	2.6317387687532876	2.391772556599494
1	43	1561	877	1376	471	5.15252435732823	2.5673968480781206	1.97038183524014
1	48	2933	1230	2576	691	14.982956764379084	2.5845215222935427	1.9086354111789248
1	50	4052	1846	3554	951	4.911935786208472	5.2250169429762545	2.63886363330634
1	51	2748	1248	2313	611	5.512949011831417	3.557514085804199	2.4910262824744427
1	52	7662	3167	6601	1510	45.30070178704723	3.7080054007824055	1.9488894052457908
1	53	6782	3002	5709	1289	5.5114656296932925	3.1093484239343865	2.402461169804172
1	58	7977	3184	6810	1575	6.806974867423113	4.35262417644908	2.5484754813797164
1	63	6016	2067	5211	1610	4.881777865284495	4.279851714359969	5.8926925437013535
1	67	5112	2444	4388	1234	5.099089122047994	2.8859221260914087	2.5193695132220366
1	70	5204	2539	4508	1507	31.05233421650748	3.4494886943794447	2.1277275249334924
1	71	5451	2477	4682	1654	15.39363348162572	3.1444886506690577	2.0897842664456774
1	83	4832	2364	4244	1626	20.10497555473107	3.038123952622731	1.9745752749524463
1	85	2221	1241	1974	958	5.264720097730909	3.3419166802960105	2.2148166596272976
1	94	1205	672	1055	353	14.33197227512207	3.2145426813616593	1.9064779627374464
1	96	4588	2269	4148	1350	16.037872364606738	3.275789870710897	2.971925066615347
1	97	5735	2732	5089	1570	466.09256306441665	61.76879030735696	33.82704982244546
1	100	4607	2126	4054	1650	5.4107267678359925	2.8100865374444286	2.3722703700274264
1	101	4765	2171	4245	1289	5.093955606691117	3.4717391067224175	2.300537276401779
1	105	13314	5775	11487	3215	13.112331557351856	3.5062776698606433	2.554975297105059
1	124	7846	3743	6840	2078	12.777985718990545	3.0432271549792396	3.2928847481258448
1	125	10100	4461	8663	2416	14.820074572820095	3.1220209142809985	2.34279641596038
1	127	4191	2121	3674	1325	5.102522699253738	2.8690326612202024	2.7464978027684603
1	129	2770	1453	2213	581	13.696164952576655	2.4043329946323873	1.9105702080671665
1	132	5181	2551	4547	1723	6.896565348776634	3.270808942517805	2.1884656757103884
1	135	8676	3713	7509	2230	3.0876533908626764	5.633281944423471	2.6938009173317137
1	138	7623	3451	6665	1597	10.31924935688308	3.860207753094323	3.929597029886551
1	139	1748	893	1514	430	8.314938642922405	3.1978351073550564	3.206919068013489
1	143	4556	2200	4016	1210	7.766292899346619	3.645891709044111	2.571382380782471
1	144	4212	1745	3661	749	6.967526704404809	3.353477041272773	1.801324885879117
1	150	5686	2617	4916	1696	5.4434195977920385	3.2452011394823703	2.387082923276759
1	154	10097	3923	8691	2237	22.018551341431845	2.8928410114770533	2.5293149640616925
1	155	3960	1519	3504	1128	6.4850549962869435	3.119301921013668	2.4144455129046754
1	156	5534	2449	4612	1411	19.75740265758472	4.5714472413232725	2.280646516337207
1	158	6392	2612	5374	993	9.713210745803565	2.723319775218022	2.74035855196506
1	168	6258	2959	5333	1730	7.110694835289646	3.02816476884519	3.521016520218081
1	182	8632	3510	7605	2209	18.73568312842809	4.866820126954457	3.76967608607895
1	183	8248	3675	7164	2279	7.396168816768447	3.697474510119583	1.810043205479829
1	184	1838	831	1603	525	3.3886412296066797	5.824119625593481	1.9619309268651193
1	187	5505	2517	4655	1542	5.5006788953493135	3.9564604291383954	3.0441772989422335
1	192	6103	2751	5207	1790	6.3212749603612925	3.604754880563792	3.1829970691904164
1	193	7035	3137	6039	1989	16.164751772984843	3.3710237180539027	3.8304541187493
1	201	7442	2902	6258	1846	6.052741880978984	3.2668284788035233	2.3299500889663367
1	202	5908	2859	5163	1600	6.513467291773661	3.4320983234638027	1.932197765309089
1	203	4869	2204	4393	1530	8.025768056594575	3.411248383747857	2.318381286691263
1	207	3551	1679	3090	972	6.5330848034733195	4.174335891864982	2.67980254604493
1	208	4365	1974	3716	1263	9.131990830040085	3.705271159177997	2.0553382611632705
1	209	1461	779	1258	541	4.888021490772538	6.915534916168276	3.489740696868904
1	211	3166	1395	2773	771	18.03546202139983	3.968920691608827	2.404580688250747
1	212	4348	1950	3850	1163	4.863640900640252	5.766513988243259	2.2554297069343665
1	213	3200	1526	2785	881	18.90820842704304	4.35713199989755	3.1921689805949107
1	214	2744	1369	2484	756	6.5458742406904245	5.051996990449744	1.8576259417644791
1	217	2388	1339	2056	737	3.1778541827669047	5.555356367696562	2.624703324372448
1	219	4734	2355	4148	1622	8.178030522064285	3.650357577517984	2.90920296665905
1	221	5548	2474	4835	1783	8.312737176122729	5.954944989285006	3.346213550293927
1	226	2327	1266	1978	672	7.637712124174088	3.889771049623818	1.9849324866126856
1	228	3121	1385	2787	894	5.341827797288972	4.004517238279818	2.165920607980388
1	233	7437	3388	6521	2269	37.11015838102073	5.189703803109556	2.669432496395384
1	234	8644	3910	7476	2668	22.672876329923984	5.037368259213809	2.4387040816131726
1	235	5981	2570	5239	1504	7.50662832341741	3.460902118766555	3.4529302955718064
1	238	11476	4970	9835	3673	6.034467483310568	5.094217558921524	2.9685586033134825
1	239	2751	1373	2306	994	8.702802762018946	3.8703746617387984	2.5444013396844505
1	240	11719	5176	10161	3916	8.2131150644594	4.963645269483766	3.0317142855569816
1	242	2813	1335	2439	606	13.510057696995938	9.620139171743109	3.6562895144643246
1	243	3102	1579	2762	927	199.4493813253456	11.464303461804567	3.820603287137741
1	244	6771	3302	5951	2078	13.396902017881224	3.48371236155897	2.678853985400911
1	248	3553	1887	3070	1132	4.242964612020257	5.694791684129938	2.3295925274073523
1	252	2532	1273	2317	730	7.191563246186637	4.659439349608373	2.696981311815132
1	254	4612	2227	3997	1159	7.633159116885903	4.919717371257623	3.7562528322397104
1	255	2778	1245	2516	920	5.596519792940747	5.4416009324393	2.174614479554246
1	257	2892	1437	2584	1136	5.0988394760114435	3.076297426585675	1.6008171430738418
1	264	3227	1577	2785	894	4.157315050836084	6.026415288901165	2.5173913382478266
1	274	7434	3337	6482	1896	5.505019963250003	4.392022492092947	3.3324045363955004
1	277	1556	772	1390	352	3.9708926666038353	5.263321792803691	0.9317919338519568
1	280	11401	5116	10100	3083	3.0855759024113825	5.029988387751484	2.281616262178971
2	1	1547	662	1410	541	13.068337619794374	3.2080200207778784	2.01116038489644
2	2	9981	4187	8995	3005	5.795633226785545	3.276651760929473	3.046153974520475
2	6	3096	1473	2716	901	18.034278678498524	2.840392503804493	2.166007730515862
2	7	2120	988	1923	670	6.661877233919531	3.884985635591484	2.491691684928655
2	21	1933	954	1680	349	7.0056165689163885	2.367370468709462	2.1586315785985666
2	34	7084	3500	6254	2097	5.76146042889483	3.7139020351230223	2.6795778779973056
2	41	3630	1711	3253	1052	31.693556219097708	2.990262304888039	5.40913840180087
2	43	779	395	711	198	6.03329750691443	2.5364401459059613	1.1997080426575628
2	44	3827	1682	3326	842	352.8990459279757	12.758729206298076	17.358459065728407
2	45	6888	3319	5959	1785	23.00994916544999	3.686990474801701	2.175531148625078
2	47	8521	3999	7471	2124	8.460570561912418	4.452378568322744	2.4190825935300326
2	48	5269	2422	4596	1188	14.617557134070951	3.3209741859744772	3.0924631411267973
2	49	8328	3442	7286	1484	1218.510382579404	45.16324683992688	76.52396846435967
2	50	4699	2190	4173	1391	12.018226913868864	4.7759234764534	1.7486248042177182
2	55	12483	6312	11035	2789	5.812579776335841	2.7987725163691457	3.2148994635111654
2	63	5076	2391	4482	1275	6.276516045704064	2.992233550734333	2.7195427345747087
2	66	11956	5511	10535	3593	8.135568988612597	3.0781312749589143	3.135510176340108
2	69	6357	3001	5621	1980	7.305457945192202	2.5224640844103874	2.350164087290207
2	71	4980	2360	4455	1182	13.040627231687568	2.992851448423957	1.574410354301921
2	72	8250	4059	7354	2429	6.299162907447425	3.3057532836430976	2.9829113356249075
2	74	2756	1442	2485	836	8.302551377156242	2.652500701135453	1.883522970193681
2	76	3835	1960	3423	1161	6.649881773741089	2.6993699516713545	2.220021106431801
2	79	7586	3819	6455	1438	12.671414715662362	4.63592260533992	3.731786105749997
2	80	12222	6020	10846	3931	7.867646017347684	3.678860544101291	2.830876650561719
2	84	16529	8188	14486	5569	6.081809589837548	4.089206167417195	3.556804195391471
2	85	15817	7335	13800	5454	12.94291437433192	4.502616996616945	2.611459913634895
2	86	6464	3201	5700	1889	10.40012719112354	2.6973181270671613	2.242792562564386
2	87	2312	1204	2015	653	5.0134553812550875	2.910258769298281	1.8881815431041296
