pheno	chromosome	block	num_variants_0.9.UKBB.EUR	num_variants_0.9.UKBB_0.1.GLGC.EUR	num_variants_0.9.UKBB.AFR	num_variants_0.9.UKBB_0.1.GLGC.AFR	num_variants_0.9.UKBB.EAS	num_variants_0.9.UKBB_0.1.GLGC.EAS
LDL	1	2	0	0	0	0	0	0
LDL	1	4	0	0	0	0	0	0
LDL	1	17	0	0	0	0	0	0
LDL	1	19	0	0	0	0	0	0
LDL	1	23	0	0	0	0	0	0
LDL	1	35	0	0	0	0	0	0
LDL	1	40	0	0	0	0	0	0
LDL	1	48	0	0	0	0	0	0
LDL	1	49	0	0	0	0	0	0
LDL	1	51	0	0	0	0	0	0
LDL	1	52	0	0	0	0	0	0
LDL	1	53	0	0	0	0	0	0
LDL	1	58	0	0	0	0	0	0
LDL	1	70	0	0	0	0	0	0
LDL	1	73	0	0	0	0	0	0
LDL	1	75	0	0	0	0	0	0
LDL	1	76	0	0	0	0	0	0
LDL	1	78	0	0	0	0	0	0
LDL	1	80	0	0	0	0	0	0
LDL	1	81	0	0	0	0	0	0
LDL	1	82	0	0	0	0	0	0
LDL	1	83	2	0	0	0	0	0
LDL	1	84	2	0	1	0	0	0
LDL	1	85	1	0	0	0	0	0
LDL	1	88	0	0	0	0	0	0
LDL	1	89	0	0	0	0	0	0
LDL	1	92	0	0	0	0	0	0
LDL	1	94	0	0	0	0	0	0
LDL	1	96	1	1	0	0	0	0
LDL	1	97	0	0	0	0	0	0
LDL	1	100	0	0	0	0	0	0
LDL	1	109	0	0	0	0	0	0
LDL	1	124	0	0	0	0	0	0
LDL	1	125	0	0	0	0	0	0
LDL	1	136	0	0	0	0	0	0
LDL	1	138	1	0	1	0	0	0
LDL	1	139	0	0	0	0	0	0
LDL	1	141	0	0	0	0	0	0
LDL	1	145	0	0	0	0	0	0
LDL	1	147	0	0	0	0	0	0
LDL	1	150	0	0	0	0	0	0
LDL	1	151	0	0	0	0	0	0
LDL	1	154	0	0	0	0	0	0
LDL	1	158	0	0	0	0	0	0
LDL	1	162	0	0	0	0	0	0
LDL	1	163	0	0	0	0	0	0
LDL	1	168	0	0	0	0	0	0
LDL	1	169	0	0	0	0	0	0
LDL	1	175	0	0	0	0	0	0
LDL	1	182	0	0	0	0	0	0
LDL	1	183	0	0	0	0	0	0
LDL	1	187	0	0	0	0	0	0
LDL	1	188	0	0	0	0	0	0
LDL	1	189	0	0	0	0	0	0
LDL	1	191	0	0	0	0	0	0
LDL	1	192	0	0	0	0	0	0
LDL	1	201	0	0	0	0	0	0
LDL	1	202	0	0	0	0	0	0
LDL	1	205	0	0	0	0	0	0
LDL	1	213	0	0	0	0	0	0
LDL	1	214	0	0	0	0	0	0
LDL	1	216	0	0	0	0	0	0
LDL	1	221	0	0	0	0	0	0
LDL	1	223	0	0	0	0	0	0
LDL	1	226	0	0	0	0	0	0
LDL	1	233	0	0	0	0	0	0
LDL	1	234	1	0	0	0	0	0
LDL	1	238	0	0	0	0	0	0
LDL	1	239	0	0	0	0	0	0
LDL	1	252	0	0	0	0	0	0
LDL	1	253	0	0	0	0	0	0
LDL	1	254	0	0	0	0	0	0
LDL	1	255	0	0	0	0	0	0
LDL	1	280	0	0	0	0	0	0
LDL	2	6	0	0	0	0	0	0
LDL	2	19	0	0	0	0	0	0
LDL	2	21	0	0	0	0	0	0
LDL	2	27	0	0	0	0	0	0
LDL	2	34	0	0	0	0	0	0
LDL	2	37	0	0	0	0	0	0
LDL	2	38	0	0	0	0	0	0
LDL	2	39	0	0	0	0	0	0
LDL	2	40	0	0	0	0	0	0
LDL	2	41	0	0	0	0	0	0
LDL	2	42	0	0	0	0	0	0
LDL	2	43	1	0	0	0	0	0
LDL	2	44	0	0	0	0	0	0
LDL	2	45	1	0	0	0	0	0
LDL	2	46	0	0	0	0	0	0
LDL	2	47	0	0	0	0	0	0
LDL	2	48	0	0	0	0	0	0
LDL	2	49	0	0	0	0	0	0
LDL	2	50	0	0	0	0	0	0
LDL	2	51	0	0	0	0	0	0
LDL	2	53	0	0	0	0	0	0
LDL	2	69	0	0	0	0	0	0
LDL	2	71	0	0	0	0	0	0
LDL	2	72	1	0	0	0	0	0
LDL	2	74	0	0	0	0	0	0
LDL	2	75	0	0	0	0	0	0
LDL	2	77	0	0	0	0	0	0
LDL	2	84	0	0	0	0	0	0
LDL	2	86	0	0	0	0	0	0
LDL	2	87	0	0	0	0	0	0
LDL	2	88	0	0	0	0	0	0
LDL	2	89	0	0	0	0	0	0
LDL	2	97	0	0	0	0	0	0
LDL	2	99	0	0	0	0	0	0
LDL	2	100	0	0	0	0	0	0
LDL	2	115	0	0	0	0	0	0
LDL	2	121	0	0	0	0	0	0
LDL	2	122	0	0	0	0	0	0
LDL	2	124	0	0	0	0	0	0
LDL	2	127	0	0	0	0	0	0
LDL	2	128	0	0	0	0	0	0
LDL	2	130	0	0	0	0	0	0
LDL	2	131	0	0	0	0	0	0
LDL	2	138	0	0	0	0	0	0
LDL	2	145	0	0	0	0	0	0
LDL	2	146	0	0	0	0	0	0
LDL	2	147	0	0	0	0	0	0
LDL	2	152	0	0	0	0	0	0
LDL	2	162	0	0	0	0	0	0
LDL	2	163	0	0	0	0	0	0
LDL	2	166	0	0	0	0	0	0
LDL	2	168	0	0	0	0	0	0
LDL	2	172	0	0	0	0	0	0
LDL	2	177	0	0	0	0	0	0
LDL	2	181	0	0	0	0	0	0
LDL	2	184	0	0	0	0	0	0
LDL	2	192	0	0	0	0	0	0
LDL	2	198	0	0	0	0	0	0
LDL	2	199	0	0	0	0	0	0
LDL	2	205	0	0	0	0	0	0
LDL	2	208	0	0	0	0	0	0
LDL	2	212	0	0	0	0	0	0
LDL	2	213	0	0	0	0	0	0
LDL	2	217	0	0	0	0	0	0
LDL	2	232	1	0	0	0	0	0
LDL	2	237	0	0	0	0	0	0
LDL	2	240	0	0	0	0	0	0
LDL	2	242	0	0	0	0	0	0
LDL	2	250	0	0	0	0	0	0
LDL	2	256	0	0	0	0	0	0
LDL	3	24	0	0	0	0	0	0
LDL	3	41	0	0	0	0	0	0
LDL	3	43	0	0	0	0	0	0
LDL	3	51	0	0	0	0	0	0
LDL	3	56	0	0	0	0	0	0
LDL	3	70	0	0	0	0	0	0
LDL	3	71	0	0	0	0	0	0
LDL	3	83	0	0	0	0	0	0
LDL	3	88	0	0	0	0	0	0
LDL	3	89	0	0	0	0	0	0
LDL	3	104	0	0	0	0	0	0
LDL	3	107	0	0	0	0	0	0
LDL	3	109	0	0	0	0	0	0
LDL	3	120	0	0	0	0	0	0
LDL	3	121	0	0	0	0	0	0
LDL	3	122	0	0	0	0	0	0
LDL	3	123	0	0	0	0	0	0
LDL	3	125	0	0	0	0	0	0
LDL	3	127	0	0	0	0	0	0
LDL	3	128	0	0	0	0	0	0
LDL	3	129	0	0	0	0	0	0
LDL	3	132	0	0	0	0	0	0
LDL	3	135	0	0	0	0	0	0
LDL	3	140	0	0	0	0	0	0
LDL	3	145	0	0	0	0	0	0
LDL	3	148	0	0	0	0	0	0
LDL	3	149	0	0	0	0	0	0
LDL	3	150	0	0	0	0	0	0
LDL	3	154	0	0	0	0	0	0
LDL	3	155	0	0	0	0	0	0
LDL	3	158	0	0	0	0	0	0
LDL	3	159	0	0	0	0	0	0
LDL	3	161	0	0	0	0	0	0
LDL	3	165	0	0	0	0	0	0
LDL	3	166	0	0	0	0	0	0
LDL	3	172	0	0	0	0	0	0
LDL	3	173	0	0	0	0	0	0
LDL	3	175	0	0	0	0	0	0
LDL	3	186	0	0	0	0	0	0
LDL	3	190	0	0	0	0	0	0
LDL	3	195	0	0	0	0	0	0
LDL	3	214	0	0	0	0	0	0
LDL	3	216	0	0	0	0	0	0
LDL	4	1	0	0	0	0	0	0
LDL	4	15	0	0	0	0	0	0
LDL	4	19	0	0	0	0	0	0
LDL	4	21	0	0	0	0	0	0
LDL	4	28	0	0	0	0	0	0
LDL	4	30	0	0	0	0	0	0
LDL	4	42	0	0	0	0	0	0
LDL	4	43	0	0	0	0	0	0
LDL	4	55	0	0	0	0	0	0
LDL	4	57	0	0	0	0	0	0
LDL	4	64	0	0	0	0	0	0
LDL	4	65	0	0	0	0	0	0
LDL	4	66	0	0	0	0	0	0
LDL	4	71	0	0	0	0	0	0
LDL	4	79	0	0	0	0	0	0
LDL	4	80	1	0	0	0	0	0
LDL	4	84	0	0	0	0	0	0
LDL	4	85	0	0	0	0	0	0
LDL	4	86	0	0	0	0	0	0
LDL	4	87	0	0	0	0	0	0
LDL	4	90	0	0	0	0	0	0
LDL	4	92	0	0	0	0	0	0
LDL	4	101	0	0	0	0	0	0
LDL	4	113	1	0	0	0	0	0
LDL	4	115	0	0	0	0	0	0
LDL	4	116	0	0	0	0	0	0
LDL	4	117	0	0	0	0	0	0
LDL	4	121	0	0	0	0	0	0
LDL	4	122	0	0	0	0	0	0
LDL	4	129	0	0	0	0	0	0
LDL	4	130	0	0	0	0	0	0
LDL	4	134	0	0	0	0	0	0
LDL	4	136	0	0	0	0	0	0
LDL	4	148	0	0	0	0	0	0
LDL	4	156	0	0	0	0	0	0
LDL	4	159	0	0	0	0	0	0
LDL	4	161	1	0	0	0	0	0
LDL	4	162	0	0	0	0	0	0
LDL	4	203	0	0	0	0	0	0
LDL	5	6	0	0	0	0	0	0
LDL	5	17	0	0	0	0	0	0
LDL	5	55	0	0	0	0	0	0
LDL	5	64	0	0	0	0	0	0
LDL	5	69	0	0	0	0	0	0
LDL	5	71	0	0	0	0	0	0
LDL	5	81	0	0	0	0	0	0
LDL	5	82	0	0	0	0	0	0
LDL	5	84	0	0	0	0	0	0
LDL	5	85	0	0	0	0	0	0
LDL	5	86	0	0	0	0	0	0
LDL	5	109	0	0	0	0	0	0
LDL	5	127	0	0	0	0	0	0
LDL	5	130	0	0	0	0	0	0
LDL	5	134	0	0	0	0	0	0
LDL	5	144	0	0	0	0	0	0
LDL	5	146	0	0	0	0	0	0
LDL	5	147	0	0	0	0	0	0
LDL	5	148	0	0	0	0	0	0
LDL	5	156	0	0	0	0	0	0
LDL	5	157	0	0	0	0	0	0
LDL	5	158	0	0	0	0	0	0
LDL	5	165	0	0	0	0	0	0
LDL	5	166	0	0	0	0	0	0
LDL	5	167	0	0	0	0	0	0
LDL	5	202	0	0	0	0	0	0
LDL	5	207	0	0	0	0	0	0
LDL	6	19	0	0	0	0	0	0
LDL	6	20	0	0	0	0	0	0
LDL	6	25	0	0	0	0	0	0
LDL	6	27	0	0	0	0	0	0
LDL	6	34	0	0	0	0	0	0
LDL	6	35	0	0	0	0	0	0
LDL	6	39	0	0	0	0	0	0
LDL	6	43	0	0	0	0	0	0
LDL	6	44	0	0	0	0	0	0
LDL	6	47	0	0	0	0	0	0
LDL	6	51	0	0	0	0	0	0
LDL	6	53	0	0	0	0	0	0
LDL	6	56	0	0	0	0	0	0
LDL	6	58	0	0	0	0	0	0
LDL	6	63	0	0	0	0	0	0
LDL	6	64	0	0	0	0	0	0
LDL	6	65	0	0	0	0	0	0
LDL	6	71	0	0	0	0	0	0
LDL	6	72	0	0	0	0	0	0
LDL	6	73	0	0	0	0	0	0
LDL	6	75	0	0	0	0	0	0
LDL	6	76	0	0	0	0	0	0
LDL	6	87	0	0	0	0	0	0
