chromosome	block	num_variants	num_variants.EUR	num_variants.AFR	num_variants.EAS	nlog10minP.EUR	nlog10minP.AFR	nlog10minP.EAS
1	1	1555	475	1401	79	11.67509539923104	2.511401542679603	0.25835967940871196
1	2	1768	805	1463	125	7.638334355672101	2.200600468329698	1.587194347665902
1	3	1087	507	827	185	7.563401140210736	2.301245768447639	3.178445830900948
1	5	4196	1967	3605	706	9.908909233469997	2.711087902529142	1.6374512942097266
1	15	5982	2777	5267	1491	6.296039664191668	2.5864312854997364	2.8586300911716664
1	17	7449	3413	6661	1897	5.0742184353443065	3.4558529358007277	2.2920183074193248
1	18	2815	1470	2519	764	5.310492658228998	4.373132780286559	3.709966073257962
1	19	6349	2744	5432	1408	5.630722651230804	3.312461814908756	2.6932373972982098
1	21	4171	1765	3702	1162	7.82356510490487	2.992022336139868	2.7726378175845765
1	23	2090	1028	1888	687	5.280391777676087	2.4108699599948653	3.203284738062391
1	24	2192	1164	1883	410	6.361289499451146	3.307011842262669	2.33010168084589
1	35	7638	3193	6594	1503	5.000277162540741	4.021192047999761	2.0601073161730574
1	40	2446	1290	2211	763	5.83771308412457	2.5390873221822408	2.6270735805399883
1	43	1585	901	1399	434	5.04169168874942	5.822854561761866	3.1974985790069943
1	44	1435	697	1277	461	10.869644264903384	3.123365133559813	3.9534103542187
1	46	4867	2423	4373	1305	9.064693378928505	2.70896690215066	2.829360924196791
1	48	2955	1267	2597	670	18.49011289494976	2.553975894146901	3.8439660726535503
1	49	2793	1100	2499	467	5.123249559834542	2.814305321512422	2.6415920243133484
1	50	4096	1895	3596	975	6.600850380546873	3.4714816939221165	3.290075084168356
1	51	2792	1277	2354	593	7.184084078226112	2.052217267968343	1.3917553328002914
1	52	7738	3236	6665	1588	75.42138295314831	4.274182446961541	2.730475220342239
1	53	6806	3055	5740	1255	15.50046924243243	3.2505910010601005	3.637733609426186
1	57	4453	2050	3923	1409	6.880208199649875	5.117092374630742	2.540896444615093
1	63	6073	2132	5261	1603	5.724832802066871	3.776928128330692	2.9817072018572257
1	70	5261	2607	4570	1467	123.75025827858552	3.3331921073525037	9.681353381105472
1	71	5491	2526	4715	1609	13.298636701749968	2.6984227740267337	3.639433891052193
1	73	7390	3340	6447	1742	7.656910635763785	3.516350666066679	2.132826404607816
1	74	7083	3101	6189	1570	6.339207556009614	3.5899244787514273	2.334109818228567
1	75	9312	4105	7792	2538	5.267712786342186	3.778070600522623	2.8539163311601214
1	76	4605	1916	4017	1397	5.12919084034898	2.9685961997996033	3.52595251262566
1	80	2694	1227	2382	877	5.077193686138235	2.654991146174755	1.6463569579871318
1	85	2257	1278	2008	864	10.561877603274574	2.8353048260573495	2.2526979717485367
1	87	2894	1475	2528	736	5.648858862624624	2.7764071069275165	2.287101092335693
1	90	567	302	517	183	5.696544795118177	2.105401202536819	0.6090378682363903
1	92	5201	2654	4539	1472	3.1281726432764327	2.879722614566615	5.023462995620968
1	94	1218	681	1062	315	8.516622096801308	2.9344505516563606	2.201089817415166
1	96	4609	2307	4165	1336	12.633300961310908	2.4234031328919774	1.818667892802708
1	97	5840	2826	5170	1543	14.46723538893027	7.441662362251765	2.239603767770819
1	98	5248	2436	4661	1352	5.521032446145835	2.7502533541121914	2.77019083003808
1	100	4724	2249	4166	1601	11.329881556735554	3.026737386838501	3.560138557717857
