pheno	pid	chromosome	block	UKBB_nCS	GLGC_nCS	UKBB_in_GLGC	GLGC_in_UKBB
TG	EUR	1	52	2	2	2	2
TG	EUR	1	53	0	0	0	0
TG	EUR	1	58	0	1	0	0
TG	EUR	1	63	0	0	0	0
TG	EUR	1	67	0	0	0	0
TG	EUR	1	70	3	2	2	2
TG	EUR	1	71	1	1	1	1
TG	EUR	1	83	1	1	1	1
TG	EUR	1	85	0	0	0	0
TG	EUR	1	94	1	1	1	1
TG	EUR	1	96	1	2	1	1
TG	EUR	1	97	2	3	2	2
TG	EUR	1	100	0	0	0	0
TG	EUR	1	101	0	0	0	0
TG	EUR	1	105	0	1	0	0
TG	EUR	1	124	1	2	1	1
TG	EUR	1	125	0	1	0	0
TG	EUR	1	127	0	0	0	0
TG	EUR	1	129	1	1	1	1
TG	EUR	1	132	0	1	0	0
TG	EUR	1	135	0	0	0	0
TG	EUR	1	138	0	1	0	0
TG	EUR	1	139	1	0	0	0
TG	EUR	1	143	0	0	0	0
TG	EUR	1	144	0	1	0	0
TG	EUR	1	150	1	0	0	0
TG	EUR	1	154	1	2	1	1
TG	EUR	1	155	0	1	0	0
TG	EUR	1	156	1	1	0	0
TG	EUR	1	158	1	0	0	0
TG	EUR	1	168	0	0	0	0
TG	EUR	1	182	1	3	1	1
TG	EUR	1	183	0	1	0	0
TG	EUR	1	184	0	0	0	0
TG	EUR	1	187	1	0	0	0
TG	EUR	1	192	0	1	0	0
TG	EUR	1	193	0	3	0	0
TG	EUR	1	201	0	0	0	0
TG	EUR	1	202	0	0	0	0
TG	EUR	1	203	0	0	0	0
TG	EUR	1	207	1	1	1	1
TG	EUR	1	208	0	1	0	0
TG	EUR	1	209	1	1	0	0
TG	EUR	1	211	2	1	1	1
TG	EUR	1	212	0	0	0	0
TG	EUR	1	213	1	2	1	1
TG	EUR	1	214	0	1	0	0
TG	EUR	1	217	0	0	0	0
TG	EUR	1	219	1	1	1	1
TG	EUR	1	221	0	1	0	0
TG	EUR	1	226	1	2	0	0
TG	EUR	1	228	0	0	0	0
TG	EUR	1	233	2	2	2	2
TG	EUR	1	234	3	2	2	2
TG	EUR	1	235	0	1	0	0
TG	EUR	1	238	0	0	0	0
TG	EUR	1	239	0	1	0	0
TG	EUR	1	240	2	0	0	0
TG	EUR	1	242	2	3	2	2
TG	EUR	1	243	2	2	2	2
TG	EUR	1	244	1	1	1	1
TG	EUR	1	248	0	0	0	0
TG	EUR	1	252	0	2	0	0
TG	EUR	1	254	0	1	0	0
TG	EUR	1	255	0	0	0	0
TG	EUR	1	257	0	1	0	0
TG	EUR	1	264	0	0	0	0
TG	EUR	1	274	0	0	0	0
TG	EUR	1	277	0	0	0	0
TG	EUR	1	280	0	0	0	0
TG	EUR	2	1	0	1	0	0
TG	EUR	2	2	0	1	0	0
TG	EUR	2	6	1	2	1	1
TG	EUR	2	7	0	1	0	0
TG	EUR	2	21	0	1	0	0
TG	EUR	2	34	0	1	0	0
TG	EUR	2	41	1	2	1	1
TG	EUR	2	43	0	0	0	0
TG	EUR	2	44	4	4	3	3
TG	EUR	2	45	2	1	1	1
TG	EUR	2	47	0	0	0	0
TG	EUR	2	48	1	2	0	0
TG	EUR	2	49	4	3	2	2
TG	EUR	2	50	0	1	0	0
TG	EUR	2	55	0	0	0	0
TG	EUR	2	63	1	1	1	1
TG	EUR	2	66	0	1	0	0
TG	EUR	2	69	0	0	0	0
TG	EUR	2	71	0	2	0	0
TG	EUR	2	72	0	0	0	0
TG	EUR	2	74	0	1	0	0
TG	EUR	2	76	0	0	0	0
TG	EUR	2	79	0	2	0	0
TG	EUR	2	80	1	1	1	1
TG	EUR	2	84	0	0	0	0
TG	EUR	2	85	1	0	0	0
TG	EUR	2	86	1	1	1	1
TG	EUR	2	87	1	0	0	0
TG	EUR	2	88	2	1	1	1
TG	EUR	2	89	2	2	2	2
TG	EUR	2	90	0	1	0	0
TG	EUR	2	95	0	1	0	0
TG	EUR	2	99	0	1	0	0
TG	EUR	2	115	0	0	0	0
TG	EUR	2	117	0	1	0	0
TG	EUR	2	122	1	2	1	1
TG	EUR	2	123	0	0	0	0
TG	EUR	2	124	0	1	0	0
TG	EUR	2	125	0	0	0	0
TG	EUR	2	128	1	2	1	1
TG	EUR	2	131	0	1	0	0
TG	EUR	2	132	1	1	1	1
TG	EUR	2	138	0	0	0	0
TG	EUR	2	153	0	3	0	0
TG	EUR	2	159	0	0	0	0
TG	EUR	2	161	0	0	0	0
TG	EUR	2	163	0	0	0	0
TG	EUR	2	164	0	0	0	0
TG	EUR	2	166	1	0	0	0
TG	EUR	2	168	5	3	3	3
TG	EUR	2	169	0	0	0	0
TG	EUR	2	171	0	1	0	0
TG	EUR	2	174	0	0	0	0
TG	EUR	2	176	1	1	1	1
TG	EUR	2	180	1	0	0	0
TG	EUR	2	181	0	0	0	0
TG	EUR	2	184	0	0	0	0
TG	EUR	2	186	0	1	0	0
TG	EUR	2	195	0	0	0	0
TG	EUR	2	197	0	0	0	0
TG	EUR	2	198	1	1	0	0
TG	EUR	2	199	1	1	1	1
TG	EUR	2	201	0	1	0	0
TG	EUR	2	202	0	1	0	0
TG	EUR	2	205	0	0	0	0
TG	EUR	2	210	0	0	0	0
TG	EUR	2	211	0	1	0	0
TG	EUR	2	213	0	1	0	0
TG	EUR	2	214	0	0	0	0
TG	EUR	2	217	4	3	3	3
TG	EUR	2	218	2	2	0	0
TG	EUR	2	230	1	2	1	1
TG	EUR	2	231	1	1	1	1
TG	EUR	2	235	1	2	1	1
TG	EUR	2	237	0	1	0	0
TG	EUR	2	240	0	1	0	0
TG	EUR	2	242	1	1	1	1
TG	EUR	2	250	0	0	0	0
TG	EUR	2	251	0	0	0	0
TG	EUR	2	256	0	0	0	0
TG	EUR	3	1	0	0	0	0
TG	EUR	3	8	0	1	0	0
TG	EUR	3	9	0	1	0	0
TG	EUR	3	20	0	1	0	0
TG	EUR	3	23	0	1	0	0
TG	EUR	3	24	1	5	1	1
TG	EUR	3	30	1	1	1	1
TG	EUR	3	31	0	1	0	0
TG	EUR	3	33	0	1	0	0
TG	EUR	3	35	0	0	0	0
TG	EUR	3	39	0	0	0	0
TG	EUR	3	40	0	1	0	0
TG	EUR	3	41	1	1	1	1
TG	EUR	3	49	0	0	0	0
TG	EUR	3	55	1	1	1	1
TG	EUR	3	57	0	0	0	0
TG	EUR	3	60	0	0	0	0
TG	EUR	3	62	0	0	0	0
TG	EUR	3	65	0	0	0	0
TG	EUR	3	70	0	0	0	0
TG	EUR	3	71	0	1	0	0
TG	EUR	3	77	0	1	0	0
TG	EUR	3	83	0	0	0	0
TG	EUR	3	85	0	1	0	0
TG	EUR	3	88	1	1	1	1
TG	EUR	3	89	0	0	0	0
TG	EUR	3	114	0	1	0	0
TG	EUR	3	115	0	0	0	0
TG	EUR	3	120	0	0	0	0
TG	EUR	3	121	0	0	0	0
TG	EUR	3	124	2	1	1	1
TG	EUR	3	132	0	1	0	0
TG	EUR	3	133	0	1	0	0
TG	EUR	3	136	0	0	0	0
TG	EUR	3	140	1	1	1	1
TG	EUR	3	145	2	2	2	2
TG	EUR	3	150	0	0	0	0
TG	EUR	3	155	1	1	1	1
TG	EUR	3	161	0	1	0	0
TG	EUR	3	162	1	1	1	1
TG	EUR	3	172	1	1	1	1
TG	EUR	3	173	1	0	0	0
TG	EUR	3	174	0	1	0	0
TG	EUR	3	175	2	2	2	2
TG	EUR	3	186	1	1	1	1
TG	EUR	3	191	0	0	0	0
TG	EUR	3	193	0	3	0	0
TG	EUR	3	196	1	1	1	1
TG	EUR	3	214	0	0	0	0
TG	EUR	4	1	1	3	1	1
TG	EUR	4	4	1	1	1	1
TG	EUR	4	19	0	0	0	0
TG	EUR	4	21	0	0	0	0
TG	EUR	4	28	1	2	1	1
TG	EUR	4	32	2	2	2	2
TG	EUR	4	42	1	2	1	1
TG	EUR	4	43	1	1	1	1
TG	EUR	4	48	0	0	0	0
TG	EUR	4	54	1	0	0	0
TG	EUR	4	55	1	0	0	0
TG	EUR	4	64	1	1	1	1
TG	EUR	4	66	1	1	1	1
TG	EUR	4	74	0	0	0	0
TG	EUR	4	80	0	3	0	0
TG	EUR	4	82	1	1	1	1
TG	EUR	4	84	0	0	0	0
TG	EUR	4	87	1	1	1	1
TG	EUR	4	90	0	0	0	0
TG	EUR	4	95	0	0	0	0
TG	EUR	4	97	0	1	0	0
TG	EUR	4	101	2	2	1	1
TG	EUR	4	102	0	0	0	0
TG	EUR	4	103	2	1	1	1
TG	EUR	4	109	1	1	1	1
TG	EUR	4	112	0	0	0	0
TG	EUR	4	113	2	2	2	2
TG	EUR	4	114	0	0	0	0
TG	EUR	4	115	1	1	1	1
TG	EUR	4	116	0	1	0	0
TG	EUR	4	117	0	0	0	0
TG	EUR	4	121	1	3	1	1
TG	EUR	4	122	1	1	1	1
TG	EUR	4	133	1	0	0	0
TG	EUR	4	134	1	2	1	1
TG	EUR	4	136	0	1	0	0
TG	EUR	4	139	0	0	0	0
TG	EUR	4	147	0	1	0	0
TG	EUR	4	148	0	1	0	0
TG	EUR	4	149	0	1	0	0
