chromosome	block	num_variants	max_PSRF	max_beta	max_betamean	mcmc_n	time	h2_beta_mean.EUR	h2_beta_sd.EUR	num_variants_0.95.EUR	num_variants_0.5.EUR	num_CS95.EUR	num_variants_CS95.EUR	h2_beta_mean.EAS	h2_beta_sd.EAS	num_variants_0.95.EAS	num_variants_0.5.EAS	num_CS95.EAS	num_variants_CS95.EAS
1	2	515	1.008935042403453	0.045354861891140935	0.001523770857500613	5500	36.8784849643707	2.694596760509119e-5	3.161966381564183e-5	0	0	0	0	5.063056765602289e-4	2.526874305348805e-4	0	0	1	102
1	5	1414	1.0598265387134895	0.038436789470218995	0.0053705385414708085	5500	198.629180669785	4.5320288932532203e-4	1.2172178739359327e-4	0	0	1	7	2.7322211325901544e-4	1.6293702683622662e-4	0	0	0	0
1	15	2185	1.0187282554660746	0.03309539211535946	0.001251067142748324	5500	361.514065980911	3.3307915440503657e-4	9.982030819390637e-5	0	0	1	50	2.0723074048253359e-4	1.2184368757219416e-4	0	0	0	0
1	17	2873	1.0195907321804043	0.04106677555706674	0.0013915679941695883	5500	604.765495538712	4.4882350894138404e-4	1.1359148524210213e-4	0	0	0	0	6.943271074266976e-4	2.9332635699746816e-4	0	0	0	0
1	32	818	1.0123322222827598	0.03428100497098444	0.004087800863343322	5500	52.9955425262451	2.1110415937678628e-4	8.895457035144046e-5	0	0	0	0	2.903009617842784e-4	2.030861114646959e-4	0	0	0	0
1	52	3025	1.0274709690669244	0.046842209333228635	0.0015996025933001099	5500	663.117918968201	3.574887423999886e-4	1.0864960399161563e-4	0	0	1	107	7.271922143816456e-4	2.967663879869507e-4	0	0	1	92
1	53	2706	1.0157152085351104	0.06365191350339065	0.00794365020896798	5500	557.335441827774	5.386749190394368e-4	1.335943413776935e-4	0	0	0	0	7.911420895538932e-4	3.174401272196791e-4	0	0	1	65
1	55	2063	1.0329497758371078	0.040608888400901	0.009868446882370353	5500	301.240063667297	5.317536568082183e-4	1.2918285715817274e-4	0	1	1	9	8.726530645209085e-4	3.462604282010608e-4	0	0	0	0
1	63	2350	1.022703021822383	0.04005748970822378	0.0016783703517897117	5500	372.704048871994	4.1695635532384664e-4	1.1836752809505705e-4	0	0	2	169	5.582173600200591e-4	2.484467735315893e-4	0	0	0	0
1	68	1050	1.0185134538843323	0.035983490646974474	0.002476383067807945	5500	79.2987096309662	2.163733344854902e-4	8.29523263893908e-5	0	0	0	0	3.033946156176478e-4	1.9398907698335615e-4	0	0	0	0
1	70	2504	1.0129584062413723	0.031159806066647235	0.0010147419500551086	5500	450.929070949554	3.019890750852217e-4	9.672555090795278e-5	0	0	0	0	3.3446906729995115e-4	1.722653734570686e-4	0	0	0	0
1	72	1773	1.0242355453886731	0.03363129316557131	0.002381194406316202	5500	298.742651700974	3.3257167729434234e-4	1.077785232568552e-4	0	0	0	0	3.1039149139821073e-4	1.7552348781574374e-4	0	0	0	0
1	74	2775	1.0168711643829	0.0469684505961198	6.890855515676146e-4	5500	624.139437913895	7.341644578607651e-4	1.5123332586264947e-4	0	0	0	0	9.461313839466307e-4	3.369732933080369e-4	0	0	0	0
1	92	2495	1.0201588894888631	0.036043783966985	0.0018869232634679306	5500	452.901251792908	4.497447168865009e-4	1.1936875944529344e-4	0	0	1	103	3.749471464784497e-4	1.8955994976871821e-4	0	0	0	0
1	100	2729	1.0246701055120222	0.03708472977772792	0.0012363574891599755	5500	609.888714313507	4.243195263427688e-4	1.126898431178055e-4	0	0	2	59	7.033793191979313e-4	2.760055504711269e-4	0	0	0	0
1	105	6570	1.025827545947788	0.05333873433948441	0.001832057889415317	5500	3895.11578059196	0.001126021194653136	1.857170087934713e-4	0	0	2	193	0.0012654051534520725	3.767783228435022e-4	0	0	0	0
1	115	2566	1.026045242429957	0.03975356904431324	0.0013859422724785855	5500	555.352204799652	3.936222068911446e-4	1.0787132155802439e-4	0	0	0	0	5.778201513261747e-4	2.5081294870385896e-4	0	0	0	0
1	117	1516	1.0291849201464316	0.04199829758801632	8.68602489569482e-4	5500	224.358077764511	1.8432407056484098e-4	7.358500605784202e-5	0	0	0	0	1.9263303011501944e-4	1.245387483238194e-4	0	0	0	0
1	125	4531	1.0204713240019319	0.032642109660569574	0.00097171141415728995	5500	1804.90411257744	3.34596514740514e-4	9.650347695104215e-5	0	0	1	82	4.1256026193722367e-4	1.8087236192166974e-4	0	0	0	0
1	127	2203	1.0687418850956187	0.04320693352765065	0.0026017545016715172	5500	372.294047832489	5.221788403490538e-4	1.369100843294798e-4	0	0	1	19	4.4095979447026024e-4	2.107019811738879e-4	0	0	0	0
1	128	3921	1.0291064222489121	0.04484693144487737	0.0022269636964511526	5500	1124.81903505325	0.001150017744832196	1.9817649608149687e-4	0	0	3	370	0.0010765183454040717	3.846806747166016e-4	0	0	0	0
1	129	1182	1.0206240851753703	0.04457615379279969	0.0014976195979051394	5500	131.284331321716	8.366023088938006e-4	1.611398202915452e-4	0	0	1	109	2.1699359621969676e-4	1.4484038426265975e-4	0	0	0	0
1	141	1525	1.0284182338549877	0.04313968388949707	0.0014083702652946813	5500	175.325220584869	2.5233429222359927e-4	8.572523666054106e-5	0	0	0	0	5.624423208457884e-4	2.7028187740483e-4	0	0	0	0
1	147	2735	1.0188295023552554	0.044352110087586744	0.0027429550207214923	5500	536.66037774086	6.576978443142788e-4	1.4937030444641568e-4	0	0	1	90	3.3812798502715736e-4	1.7781224782781937e-4	0	0	0	0
1	154	4151	1.0302412229337388	0.04717391443279796	0.002406995407400866	5500	1339.87452721596	5.317802928842126e-4	1.2871673655491606e-4	0	0	2	208	7.034903380312351e-4	2.779507993909877e-4	0	0	1	160
1	156	2056	1.0224461290317144	0.046292277257558453	7.894031056763539e-4	5500	337.259701967239	4.614526688639547e-4	1.1910380196790724e-4	0	0	1	111	9.402688921110406e-4	3.506163072228385e-4	0	0	0	0
1	158	1779	1.0245269877001004	0.04944393819275342	0.002028650671086022	5500	263.069153785706	4.304967191967141e-4	1.23925401549026e-4	0	0	1	86	5.49628510914483e-4	3.0308205548693653e-4	0	0	0	0
1	166	930	1.0117824876149557	0.030116376770274546	0.0015217727827791091	5500	74.5531058311462	1.7047179464976052e-4	7.336065029015595e-5	0	0	1	86	1.7619851329252691e-4	1.2950961600291484e-4	0	0	0	0
1	170	2598	1.0165163696581443	0.0283169753616425	0.0014312844928951152	5500	476.298287630081	2.6156479624292586e-4	8.46818695351513e-5	0	0	1	84	2.316675210324212e-4	1.2702380846506037e-4	0	0	0	0
1	175	3940	1.07095752202615	0.03468862554769897	8.438715110766133e-4	5500	1143.35060930252	3.8925343114939087e-4	1.1288822926300434e-4	0	0	0	0	3.6220543771363177e-4	1.7088737356780244e-4	0	0	0	0
1	183	4661	1.020133833064858	0.0445033986971841	6.513588906846177e-4	5500	2037.2529156208	5.369776306638242e-4	1.2438816018439078e-4	0	0	1	66	7.135752545338205e-4	2.675296796190519e-4	0	0	0	0
1	185	1366	1.017563928166461	0.031774769883410194	6.735224076206067e-4	5500	173.232573747635	1.9342840998787787e-4	7.441152894338654e-5	0	0	1	68	1.5537280485143577e-4	1.1414937247342543e-4	0	0	0	0
1	186	2556	1.0357696720950151	0.038763399285215806	0.0031992979030131268	5500	522.600057601929	6.625619477056193e-4	1.4485516881180847e-4	0	0	1	30	4.1826944982116304e-4	2.037397137116852e-4	0	0	0	0
1	187	2561	1.0150147044867441	0.041588007002180835	0.006695607174547639	5500	505.667147397995	4.2434859194405075e-4	1.1965631759265233e-4	0	1	1	4	3.229870345036368e-4	1.7161601879917002e-4	0	0	0	0
1	188	4015	1.0147221481728417	0.04943187973852489	0.0028844546658921438	5500	1260.1165804863	2.8204312612613693e-4	8.901955412466242e-5	0	0	0	0	7.551161495819317e-4	2.80477410066127e-4	0	0	1	176
1	192	3058	1.021689324205578	0.044279740705771245	0.003853560996957649	5500	921.791570425034	4.808876429564367e-4	1.342759133238437e-4	0	0	0	0	6.230967310835509e-4	2.5416326797614796e-4	0	0	0	0
1	198	6558	1.0326669287394779	0.04079808551451096	4.478952198957268e-4	5500	4390.43189525604	6.158890505161519e-4	1.3350933815039597e-4	0	0	0	0	0.0010256894474316308	3.299044981831356e-4	0	0	0	0
1	201	3056	1.017409805866718	0.034570785850358755	5.843256261268044e-4	5500	740.149257659912	4.0416780884250896e-4	1.1477663211623856e-4	0	0	0	0	5.123722632342332e-4	2.3631823455891034e-4	0	0	0	0
1	204	2286	1.030936456780547	0.04257724330826838	0.0019151315768820678	5500	342.240775585175	6.493751656824664e-4	1.5122230168730896e-4	0	0	1	47	5.334862968901544e-4	2.4358410308260867e-4	0	0	0	0
1	213	1429	1.0115371897740086	0.02861864186711172	0.0013032254561386161	5500	158.335938453674	2.760721103433431e-4	9.430319415323465e-5	0	0	0	0	1.8745633638079455e-4	1.3024786602463382e-4	0	0	0	0
1	216	2679	1.021464107016999	0.035836085134574445	0.001142216779703972	5500	507.769409894943	4.044974443572098e-4	1.1146762657731942e-4	0	0	2	82	5.29315282169848e-4	2.3263745324828523e-4	0	0	0	0
1	226	941	1.0108679139414167	0.02682647043733117	0.002022280359567663	5500	62.9620158672333	1.6134076448283166e-4	7.659689108040105e-5	0	0	0	0	1.4365053197017242e-4	1.0581776273075862e-4	0	0	0	0
1	232	3867	1.0121331213550764	0.031836389470148316	0.004287100764887214	5500	985.211350679398	3.2237067744734826e-4	1.0160290173338609e-4	0	0	0	0	3.5473078624354714e-4	1.8167307310357396e-4	0	0	0	0
