pid	chromosome	block	num_variants	time	num_variants_0.95	num_variants_0.5	num_CS95	num_variants_CS95
EUR	1	240	5277	487.098936080933	0	0	1	6
EUR	1	243	1398	181.017659425735	0	0	1	46
EUR	1	252	1169	75.2641882896423	0	0	0	0
EUR	1	262	2331	322.462630748749	0	0	0	0
EUR	1	263	1909	51.8172669410706	0	1	1	2
EUR	1	274	2774	1164.06201434135	1	1	1	1
EUR	2	4	1232	107.887814044952	0	0	1	16
EUR	2	33	2697	109.764243841171	0	0	1	7
EUR	2	38	2655	767.253169775009	0	0	0	0
EUR	2	45	2149	552.901760816574	0	0	1	69
EUR	2	48	1728	88.7597091197968	1	1	1	1
EUR	2	49	2595	804.575907230377	0	0	0	0
EUR	2	63	1902	424.625818252563	0	0	1	18
EUR	2	66	3747	755.84209561348	0	0	0	0
EUR	2	79	2926	297.985339164734	0	0	0	0
EUR	2	81	4029	1212.39466786385	0	0	0	0
EUR	2	84	6510	6273.93637037277	0	0	1	108
EUR	2	85	6245	5146.56829547882	0	1	2	39
EUR	2	87	813	200.927815914154	0	2	2	17
EUR	2	88	7090	1789.80985999107	0	0	1	6
EUR	2	100	1825	162.973829507828	0	1	1	10
EUR	2	101	1640	241.002254962921	0	0	1	152
EUR	2	105	3506	522.005140781403	0	0	1	74
EUR	2	107	4123	402.177325487137	0	0	1	21
EUR	2	108	2934	245.474210977554	0	0	1	4
EUR	2	112	4446	445.985581636429	0	0	1	6
EUR	2	116	2700	445.684033870697	0	0	1	32
EUR	2	145	1438	216.998289346695	0	0	0	0
EUR	2	146	2304	221.538607120514	0	0	1	14
EUR	2	147	5700	965.72963643074	0	0	1	66
EUR	2	152	1814	405.374194383621	0	2	2	12
EUR	2	153	2965	669.361874580383	0	0	1	17
EUR	2	154	1169	141.814988613129	0	0	1	139
EUR	2	161	4164	1710.14558625221	0	0	2	122
EUR	2	166	5821	2041.43064403534	0	0	1	10
EUR	2	171	2951	763.630407571793	0	0	1	20
EUR	2	176	3308	389.099362134933	0	0	1	11
EUR	2	180	2125	738.177735805511	0	1	0	0
EUR	2	186	3980	568.649352550507	0	0	0	0
EUR	2	190	8365	2164.95194959641	0	0	1	5
EUR	2	195	5639	1012.3234307766	0	0	0	0
EUR	2	196	3818	4954.36023664474	0	0	2	120
EUR	2	197	2828	2870.93072676659	0	0	2	130
EUR	2	204	2169	338.052663326263	0	0	0	0
EUR	2	205	1572	212.389611959457	0	0	0	0
EUR	2	210	1527	168.081264972687	0	0	1	22
EUR	2	211	3153	965.47514629364	0	0	0	0
EUR	2	213	5271	1113.14833569527	0	0	1	40
EUR	2	228	1968	145.387324094772	0	0	1	34
EUR	2	232	1857	304.49612402916	0	0	1	57
EUR	2	234	2482	234.932377815247	0	0	1	127
EUR	2	241	1434	333.313152313232	0	0	1	38
EUR	2	247	735	71.4512774944305	0	0	1	33
EUR	3	1	8973	1162.26601743698	0	0	1	9
EUR	3	22	1099	102.531565666199	0	0	0	0
EUR	3	32	3156	2160.02211952209	0	0	2	239
EUR	3	35	3484	431.656281709671	0	0	0	0
EUR	3	37	826	39.2974674701691	0	0	1	40
EUR	3	38	2110	207.868986845016	0	0	1	236
EUR	3	39	3995	1184.82103800774	0	0	0	0
EUR	3	40	1519	85.7181644439697	0	0	1	25
EUR	3	41	3447	471.283383369446	0	0	0	0
EUR	3	42	2699	261.282963037491	0	0	0	0
EUR	3	45	1412	46.5609757900238	0	0	0	0
EUR	3	48	2590	1551.24928760529	0	0	1	44
EUR	3	49	3631	851.163420200348	0	0	1	55
EUR	3	53	4415	2905.30249071121	0	0	0	0
EUR	3	55	1472	139.325464010239	0	0	1	16
EUR	3	56	1831	296.316558599472	0	0	1	24
EUR	3	60	4215	888.515006542206	0	0	0	0
EUR	3	61	1828	63.3875200748444	0	0	1	15
EUR	3	63	7300	17965.6970701218	0	2	3	74
EUR	3	74	2248	160.19890332222	0	0	1	7
EUR	3	81	1583	106.082818031311	0	0	1	16
EUR	3	88	2594	494.532450914383	0	0	0	0
EUR	3	89	1988	1674.07645201683	0	0	1	28
EUR	3	96	2100	269.136576414108	0	0	0	0
EUR	3	99	6234	2593.47107744217	0	0	1	364
EUR	3	101	10719	2754.2901914119702	0	0	0	0
EUR	3	108	2438	863.377720117569	0	0	0	0
EUR	3	109	6041	1526.65219163895	0	0	0	0
EUR	3	119	4445	238.024204730988	0	0	1	101
EUR	3	120	2837	246.69645524025	0	0	1	56
EUR	3	131	1103	233.963065385818	0	0	1	148
EUR	3	140	3450	843.764513731003	0	0	1	52
EUR	3	165	3137	166.51257109642	0	0	1	55
EUR	3	166	9826	2101.12383389473	0	0	0	0
EUR	3	182	1072	128.637074947357	0	0	0	0
EUR	3	185	1393	89.1601130962372	0	0	1	25
EUR	3	187	2998	3541.74629163742	1	1	2	141
EUR	3	193	2899	489.232875108719	0	0	1	8
EUR	3	195	5531	1794.97811675072	0	1	1	2
EUR	3	204	3241	422.667327642441	0	0	0	0
EUR	3	216	1607	266.071960687637	0	0	0	0
EUR	4	1	7624	3597.94626307487	0	1	1	3
EUR	4	4	2079	243.577036142349	0	0	0	0
EUR	4	33	4254	1617.97904396057	0	0	0	0
EUR	4	36	1985	221.001145362854	0	0	1	19
EUR	4	37	1364	239.808559417725	0	0	0	0
EUR	4	43	1100	126.250149726868	0	1	1	8
EUR	4	46	2988	441.936731338501	0	0	0	0
EUR	4	48	2908	1206.8866815567	0	0	1	25
EUR	4	52	3629	632.787832260132	0	0	1	290
EUR	4	54	6810	692.669879674911	0	0	1	6
EUR	4	63	6716	5361.08022403717	0	0	1	34
EUR	4	64	4817	342.667388439178	0	0	1	22
EUR	4	66	2056	732.05906867981	0	0	1	66
EUR	4	76	4281	543.032707929611	0	0	0	0
EUR	4	77	6720	1460.3304977417	0	0	0	0
EUR	4	91	1924	351.016552448273	0	0	1	15
EUR	4	94	1877	38.5827398300171	0	0	0	0
EUR	4	97	1805	85.3560659885406	0	1	0	0
EUR	4	101	4123	983.458198070526	0	0	0	0
EUR	4	105	2592	548.316100120544	0	0	0	0
EUR	4	114	3499	429.066236495972	0	0	0	0
EUR	4	115	1506	12.8357014656067	0	1	1	2
EUR	4	116	2575	379.071013689041	0	0	0	0
EUR	4	117	2957	151.008417129517	0	1	1	16
EUR	4	125	914	96.9340977668762	0	0	0	0
EUR	4	129	3886	1865.67334747314	0	0	1	161
EUR	4	146	1762	39.4529159069061	0	0	0	0
EUR	4	150	3369	1211.8714864254	0	0	1	221
EUR	4	155	2799	402.134759426117	0	0	0	0
EUR	4	160	1443	131.436390161514	0	0	1	55
EUR	4	162	2305	191.042540550232	0	0	0	0
EUR	4	173	2762	457.742171049118	0	0	1	32
EUR	4	175	2310	130.626047134399	0	0	1	50
EUR	4	178	1268	303.749046325684	0	0	1	70
EUR	4	183	5168	516.13451051712	0	0	1	10
EUR	4	187	2736	285.642172336578	0	1	0	0
EUR	4	199	557	16.3313572406769	0	0	1	11
EUR	5	17	1747	226.411822557449	0	0	1	39
EUR	5	39	2032	602.018802642822	0	0	1	104
EUR	5	57	2743	137.769022226334	0	0	1	21
EUR	5	61	5309	2054.5817155838	0	0	0	0
EUR	5	63	7701	1935.23834180832	0	0	1	7
EUR	5	71	4496	1653.7584502697	0	0	0	0
EUR	5	72	4275	580.371768951416	0	0	1	14
EUR	5	74	5535	789.140444755554	0	0	0	0
EUR	5	82	1536	61.1881585121155	0	1	0	0
EUR	5	85	3156	741.251003742218	0	0	0	0
EUR	5	102	3291	743.288298606873	0	0	1	11
EUR	5	103	2202	132.125011920929	0	0	1	18
EUR	5	104	2354	520.646040916443	0	0	1	23
EUR	5	105	996	147.8893430233	0	0	1	55
EUR	5	112	7038	631.507212400436	0	0	1	200
EUR	5	114	8435	2609.22193789482	0	1	1	20
EUR	5	115	755	41.3708226680756	0	0	0	0
EUR	5	117	2610	377.70720744133	0	0	1	87
EUR	5	119	2910	174.338530540466	0	0	0	0
EUR	5	127	4425	424.519413709641	0	0	0	0
EUR	5	133	1803	343.412189722061	0	0	0	0
EUR	5	135	1964	357.243957281113	0	0	1	164
EUR	5	144	2972	251.350134134293	0	0	0	0
EUR	5	145	3716	3459.67316937447	0	0	2	42
EUR	5	146	3469	395.833628416061	0	0	1	94
EUR	5	152	4439	1595.99019217491	0	0	0	0
EUR	5	162	4424	3132.43667197227	0	0	1	58
EUR	5	163	2417	242.583494901657	0	0	2	184
EUR	5	166	2413	494.661696910858	0	0	1	56
EUR	5	168	2613	220.596906661987	0	0	1	30
EUR	5	171	4563	797.081078767776	0	0	0	0
EUR	5	177	1510	80.0918536186218	0	0	1	5
EUR	5	191	3566	916.660726308823	0	0	0	0
EUR	5	198	1093	517.073193073273	0	0	1	14
EUR	6	28	1166	130.761042356491	0	0	1	80
EUR	6	35	821	36.8693499565125	0	0	0	0
EUR	6	54	2447	364.86617732048	0	0	0	0
EUR	6	57	1460	123.503076314926	0	1	0	0
EUR	6	58	2580	520.972626924515	0	0	0	0
EUR	6	63	1994	163.383261442184	0	0	1	74
EUR	6	71	11188	1818.04394721985	0	0	0	0
EUR	6	78	13030	8279.12415766716	0	1	1	638
EUR	6	80	10354	10831.6466917992	0	1	0	0
EUR	6	81	6155	1159.70324754715	0	0	1	5
EUR	6	87	3762	4843.63447785378	0	0	2	99
EUR	6	88	9099	718.768890380859	0	0	0	0
EUR	6	90	514	78.5535604953766	0	0	1	61
EUR	6	94	4013	1363.9007127285	0	1	1	10
EUR	6	97	3167	379.604294300079	0	0	1	39
EUR	6	104	3639	471.757283687592	0	0	0	0
EUR	6	106	1792	128.16853928566	0	0	1	24
EUR	6	108	703	81.5869226455688	0	0	1	23
EUR	6	112	2338	732.009800672531	0	0	1	103
EUR	6	113	2934	377.366524219513	0	0	0	0
EUR	6	115	6679	1595.44513273239	0	0	0	0
EUR	6	116	3747	672.4532289505	0	0	0	0
EUR	6	122	2068	177.181074380875	0	0	1	15
EUR	6	124	3765	507.483934879303	0	0	0	0
EUR	6	144	4992	931.282163381577	0	0	1	10
EUR	6	146	1074	97.8536775112152	0	0	1	10
EUR	6	149	3714	526.058719396591	0	0	1	14
EUR	6	167	2009	262.819769382477	0	0	1	15
EUR	6	169	5812	2707.65407514572	0	0	0	0
EUR	6	173	3087	506.332525491714	0	0	0	0
EUR	6	175	1645	330.012990951538	0	0	1	97
EUR	6	177	3771	986.78632068634	0	0	0	0
EUR	7	5	2747	62.0270349979401	0	0	1	4
EUR	7	6	1504	266.327860832214	0	0	2	41
EUR	7	8	4350	870.262898921967	0	0	0	0
EUR	7	17	1214	103.618035316467	0	0	1	19
EUR	7	19	848	60.1420078277588	0	0	1	52
EUR	7	37	2671	391.61609196662903	0	1	1	11
EUR	7	40	4095	98.4040143489838	0	0	1	41
EUR	7	41	2726	670.427783727646	0	0	1	29
EUR	7	66	821	77.6836612224579	0	1	0	0
EUR	7	67	7239	1489.08103632927	0	0	0	0
EUR	7	68	2321	356.638854026794	0	1	0	0
EUR	7	81	3223	295.393949508667	0	0	0	0
EUR	7	83	2428	284.990488290787	0	0	1	22
EUR	7	85	3205	179.536738872528	0	0	1	46
EUR	7	92	2762	628.21711230278	0	0	0	0
EUR	7	97	2568	183.243620157242	0	0	1	38
EUR	7	98	3790	449.70881485939	0	0	1	100
EUR	7	99	4852	1488.38102269173	0	1	2	39
EUR	7	111	3384	585.706111907959	0	0	1	29
EUR	7	114	4397	1386.63321614265	0	0	1	24
EUR	7	119	1694	403.750041246414	0	0	0	0
EUR	7	122	3061	1496.82266163826	0	0	2	40
EUR	7	124	3316	777.821066856384	0	0	0	0
EUR	7	131	6369	1684.00097417831	0	0	0	0
EUR	7	132	6591	1746.49097204208	0	1	0	0
EUR	7	135	839	112.142967939377	0	0	0	0
EUR	7	138	3768	1107.7131986618	0	0	1	41
EUR	7	141	3614	363.498824596405	0	0	1	29
EUR	7	145	1772	353.227016925812	0	0	2	24
EUR	7	148	1475	345.847305297852	0	1	0	0
EUR	7	170	685	6.16833424568176	0	1	1	2
EUR	7	185	1349	163.424525976181	0	0	1	32
EUR	8	2	3101	658.255778074265	0	0	1	47
EUR	8	4	872	33.7511656284332	0	0	1	15
EUR	8	7	2222	241.020968437195	0	0	1	53
EUR	8	11	3457	350.99175620079	0	0	1	14
EUR	8	19	1104	127.471370220184	0	0	1	38
EUR	8	24	3595	922.744107246399	0	0	0	0
EUR	8	27	1601	165.674127817154	0	0	1	21
EUR	8	29	3877	318.383726119995	0	0	1	7
EUR	8	40	2223	325.706297636032	0	0	0	0
EUR	8	42	3559	409.586665391922	0	0	1	12
EUR	8	43	3436	788.681264877319	0	1	1	7
EUR	8	49	2295	369.384670734406	0	0	1	52
EUR	8	51	4655	2044.50430941582	0	1	1	30
EUR	8	55	1576	579.465731859207	0	0	1	98
EUR	8	57	2177	416.911856412888	0	0	0	0
EUR	8	65	1601	345.673771858215	0	0	0	0
EUR	8	67	3343	632.001132965088	0	0	0	0
EUR	8	69	4214	766.762672424316	0	0	1	19
EUR	8	71	2810	1742.1330165863	0	0	2	112
EUR	8	74	2008	279.23845529556303	0	0	0	0
EUR	8	92	3392	685.977185726166	0	0	1	199
EUR	8	106	2645	191.992436885834	0	0	1	12
EUR	8	107	975	94.9146454334259	0	0	0	0
EUR	8	108	5698	1955.03990840912	0	0	0	0
EUR	8	110	4772	1031.54065036774	0	0	0	0
EUR	8	111	6787	723.175316333771	0	0	1	25
EUR	8	113	1575	298.081858873367	0	0	0	0
EUR	8	135	2288	184.487307548523	0	0	1	31
EUR	8	158	2794	291.812331438065	0	1	1	2
EUR	8	159	1661	561.312584400177	0	0	2	29
EUR	9	14	1323	160.904589414597	0	1	1	56
EUR	9	27	5296	1327.24117779732	0	0	0	0
EUR	9	28	1669	76.3893713951111	0	1	1	2
EUR	9	38	2742	831.817391633987	0	0	0	0
EUR	9	39	942	105.752943277359	0	0	0	0
EUR	9	40	3284	884.637431144714	1	1	1	1
EUR	9	41	232	14.8443653583527	0	1	0	0
EUR	9	42	2133	162.054179668427	0	0	0	0
EUR	9	44	387	28.0779926776886	0	0	1	45
EUR	9	45	3561	222.97749209404	0	0	0	0
EUR	9	50	4403	601.932982444763	0	0	0	0
EUR	9	53	4359	1031.1003484726	0	0	0	0
EUR	9	54	1531	435.300046920776	0	0	1	31
EUR	9	56	2875	565.646692037582	0	0	1	119
EUR	9	68	360	9.87039494514465	0	0	1	4
EUR	9	78	960	84.3388929367065	0	0	0	0
EUR	9	80	5041	487.840013742447	0	0	0	0
EUR	9	81	381	16.970356464386	0	0	1	32
EUR	9	83	1798	551.899868249893	0	0	1	128
EUR	9	99	2260	439.416406154633	0	0	1	61
EUR	9	103	863	51.574230670929	0	0	1	18
EUR	9	115	3937	435.804513454437	0	0	0	0
EUR	9	119	1913	187.479804754257	0	0	1	142
EUR	9	140	3682	592.543450593948	0	1	0	0
EUR	9	146	666	80.5048034191132	0	0	0	0
EUR	9	158	177	37.6398460865021	1	1	1	1
EUR	10	1	2446	281.024856567383	0	0	0	0
EUR	10	4	3502	643.363381147385	0	0	0	0
EUR	10	8	1232	318.036853313446	0	0	1	36
EUR	10	9	286	3.21780824661255	0	0	1	3
EUR	10	24	847	68.0797476768494	0	0	1	42
EUR	10	28	1338	62.8191351890564	0	0	0	0
EUR	10	45	3459	1726.33866333961	0	1	1	25
EUR	10	48	2584	141.4481549263	0	0	0	0
EUR	10	49	1923	230.707750082016	0	1	0	0
EUR	10	60	4667	726.326201915741	0	0	1	12
EUR	10	61	1480	266.151799440384	0	0	0	0
EUR	10	73	1754	63.9845306873322	0	0	1	8
EUR	10	80	2934	588.265586137772	0	0	1	159
EUR	10	81	3645	730.074923992157	0	0	1	24
EUR	10	82	4067	438.742558956146	0	0	0	0
EUR	10	90	149	1.046635389328	0	0	1	6
EUR	10	96	1696	155.860918045044	0	0	1	25
EUR	10	109	2805	314.392114877701	0	0	0	0
EUR	10	113	2380	252.56490635871901	0	0	1	231
EUR	10	114	2209	243.831019163132	0	1	1	3
EUR	10	129	4218	379.237074613571	0	0	1	42
EUR	10	131	3508	1011.55178165436	0	0	0	0
EUR	10	153	2034	278.461984395981	0	0	0	0
EUR	10	154	4126	203.988811254501	0	0	0	0
EUR	10	162	1630	203.35341501236	0	0	1	39
EUR	11	3	2406	185.372045993805	0	0	1	33
EUR	11	31	1655	458.023602247238	0	0	1	198
EUR	11	35	1142	121.560968637466	0	0	1	48
EUR	11	48	2293	207.68222784996	0	0	1	52
EUR	11	52	1476	101.409421205521	0	0	1	49
EUR	11	53	2787	541.031558275223	0	0	0	0
EUR	11	54	2220	550.245356321335	0	0	0	0
EUR	11	78	1513	722.694544553757	0	1	2	34
EUR	11	79	3271	2325.2284514904	0	1	1	15
EUR	11	96	6093	761.847084283829	0	0	1	78
EUR	11	97	1348	284.730796813965	0	0	1	186
EUR	11	117	5381	672.20400428772	0	0	1	131
EUR	11	120	857	87.3311786651611	0	0	0	0
EUR	11	124	2203	676.271327972412	0	0	1	54
EUR	11	125	1987	989.55747961998	0	1	3	42
EUR	11	130	847	58.9341635704041	0	0	1	60
EUR	11	144	404	2.49090504646301	0	1	1	3
EUR	11	145	2904	283.250974655151	0	0	0	0
EUR	11	146	249	4.40578007698059	0	2	1	2
EUR	11	148	1577	121.279915332794	0	0	0	0
EUR	11	151	1439	233.434604883194	0	0	0	0
EUR	11	155	1144	280.938258886337	0	0	1	49
EUR	11	159	3008	758.748212099075	0	0	1	21
EUR	11	162	1416	801.581214189529	1	1	2	24
EUR	11	163	360	14.2430994510651	0	1	1	4
EUR	11	164	1340	288.00482916832	0	1	1	41
EUR	12	6	399	56.3935694694519	0	0	1	52
EUR	12	7	1273	278.136612653732	0	0	1	59
EUR	12	13	1384	56.8655662536621	0	1	0	0
EUR	12	32	2500	410.003837347031	0	0	0	0
EUR	12	33	2001	145.562074422836	0	1	1	9
EUR	12	44	1137	355.123460769653	0	0	0	0
EUR	12	52	4410	124.750166893005	0	0	1	10
EUR	12	55	11167	757.591399431229	0	0	0	0
EUR	12	63	2204	173.776712417603	0	0	1	229
EUR	12	67	1278	99.714935541153	0	0	1	10
EUR	12	71	2874	279.562307596207	0	2	2	5
EUR	12	75	343	39.4038846492767	0	1	1	13
EUR	12	77	1738	85.2672560214996	0	0	1	19
EUR	12	82	2866	165.51264834404	0	0	1	55
EUR	12	83	6343	1033.77949547768	0	0	0	0
EUR	12	87	1614	45.3206849098206	0	0	1	3
EUR	12	88	3358	763.108144283295	0	0	0	0
EUR	12	95	5900	364.608729362488	0	0	0	0
EUR	12	97	4283	875.511263608932	0	0	0	0
EUR	12	98	1511	184.585325479507	0	0	1	11
EUR	12	104	3084	337.027915716171	0	0	1	15
EUR	12	109	883	179.222291707993	0	0	1	84
EUR	12	114	2034	478.536173343658	0	0	1	10
EUR	12	115	2143	37.9879250526428	0	0	1	9
EUR	12	119	4643	891.684912443161	0	0	0	0
EUR	12	122	3146	1224.96726679802	1	1	1	1
EUR	12	132	1811	392.61125802993803	0	0	0	0
EUR	12	136	2436	159.520875453949	0	0	0	0
EUR	12	138	4006	837.779927015305	0	1	0	0
EUR	12	139	4936	7855.65898871422	0	0	2	86
EUR	12	144	1229	165.391419410706	0	0	1	68
EUR	13	21	3128	734.104256153107	0	0	0	0
EUR	13	24	2118	456.879710197449	0	0	0	0
EUR	13	28	1003	73.4393391609192	0	0	0	0
EUR	13	35	1977	586.814782142639	0	0	2	105
EUR	13	37	1391	220.636445045471	0	0	1	53
EUR	13	40	1610	337.541129112244	0	0	1	111
EUR	13	43	1812	194.00187253952	0	0	1	81
EUR	13	50	4378	413.486753940582	0	0	1	58
EUR	13	53	2589	380.852214336395	0	0	1	143
EUR	13	54	10001	3613.77630805969	0	1	1	322
EUR	13	59	9233	1156.42229366302	0	0	0	0
EUR	13	64	1147	33.3150117397308	0	1	1	3
EUR	13	72	1888	544.336416959763	0	0	1	57
EUR	13	82	2329	103.599520921707	0	0	0	0
EUR	13	87	4852	279.359463453293	0	0	0	0
EUR	13	93	1497	105.776628494263	0	0	1	37
EUR	13	113	2037	222.864201784134	0	1	0	0
EUR	13	119	2435	298.594457626343	0	0	0	0
EUR	13	125	2322	168.307043075562	0	0	1	54
EUR	14	2	743	8.29699397087097	0	0	1	6
EUR	14	19	2688	122.198093414307	0	0	1	9
EUR	14	20	1524	285.860837459564	0	0	0	0
EUR	14	24	1095	283.868234395981	0	1	1	10
EUR	14	26	894	39.0440323352814	0	1	0	0
EUR	14	29	867	20.8374426364899	0	1	0	0
EUR	14	31	3541	406.110898256302	0	0	0	0
EUR	14	40	5351	1437.24264788628	0	0	0	0
EUR	14	44	1891	208.86923956871	0	0	0	0
EUR	14	51	2701	460.239667654037	0	0	0	0
EUR	14	57	5097	713.462733745575	0	0	1	64
EUR	14	65	3181	431.102393865585	0	0	0	0
EUR	14	68	2239	186.795829296112	0	1	0	0
EUR	14	70	3091	1483.7479403019	0	0	1	8
EUR	14	73	1452	273.967977285385	0	0	0	0
EUR	14	76	1791	137.23365521431	0	0	0	0
EUR	14	90	3309	452.581388711929	0	1	1	64
EUR	14	94	1467	153.84869146347	0	0	0	0
EUR	14	120	864	130.574513912201	0	1	1	7
EUR	14	127	2211	342.187151908875	0	0	1	119
EUR	15	13	726	88.5941345691681	0	0	1	43
EUR	15	27	1319	333.93189573288	1	1	2	29
EUR	15	31	4222	206.163817644119	0	0	0	0
EUR	15	36	67	3.09646582603455	0	1	1	10
EUR	15	37	2826	55.0250554084778	0	0	1	4
EUR	15	38	3094	467.493820905685	0	0	1	92
EUR	15	44	1567	197.445261716843	0	1	0	0
EUR	15	45	5767	1217.50769495964	0	0	0	0
EUR	15	47	1841	99.3367161750793	0	0	0	0
EUR	15	54	1542	547.643542766571	0	0	2	165
EUR	15	59	3433	653.729068994522	0	0	1	18
EUR	15	66	2550	319.213983297348	0	0	1	89
EUR	15	72	1005	15.8947713375092	0	0	1	7
EUR	15	75	12043	2385.36608338356	0	0	1	17
EUR	15	76	4647	314.527235984802	0	0	0	0
EUR	15	78	12318	16998.2633287907	0	0	2	165
EUR	15	79	2259	291.128756761551	0	1	0	0
EUR	15	82	1443	214.875338077545	0	0	1	95
EUR	15	86	1563	569.471244812012	1	1	1	1
EUR	15	90	1789	151.079869747162	0	0	0	0
EUR	15	102	1725	220.671257972717	0	0	0	0
EUR	15	107	966	111.203872203827	0	0	0	0
EUR	16	9	1875	343.858337879181	0	0	1	97
EUR	16	17	778	76.502653360366807	0	0	1	36
EUR	16	18	2380	217.139109134674	0	1	1	13
EUR	16	19	2389	288.119824171066	0	0	0	0
EUR	16	21	1796	124.228671789169	0	0	1	7
EUR	16	26	2380	758.430568933487	0	0	1	86
EUR	16	36	2634	309.753620624542	0	0	1	9
EUR	16	41	2075	233.657595396042	0	0	1	58
EUR	16	47	1483	79.7563307285309	0	0	0	0
EUR	16	59	1218	162.484726428986	0	0	1	36
EUR	16	63	1997	170.058994054794	0	0	1	25
EUR	16	79	1547	270.945685625076	0	0	1	54
EUR	16	84	799	82.2582473754883	0	0	1	21
EUR	16	85	4643	1011.66971945763	0	0	0	0
EUR	16	88	4110	642.509496450424	0	0	0	0
EUR	16	89	4990	456.729384183884	0	0	1	49
EUR	16	106	2149	232.075807571411	0	1	1	11
EUR	16	128	3168	1117.66307234764	0	1	1	44
EUR	17	7	952	177.906898498535	0	0	1	22
EUR	17	9	2551	285.690691709518	0	0	1	77
EUR	17	17	2870	683.752496957779	0	0	1	158
EUR	17	40	1669	292.963209152222	0	1	1	6
EUR	17	51	3738	1159.42342710495	0	0	1	210
EUR	17	53	2482	718.63661646843	0	0	2	216
EUR	17	55	4197	738.155154943466	0	0	1	110
EUR	17	56	1803	213.459576129913	0	0	1	103
EUR	17	66	351	32.914576292038	0	0	1	52
EUR	17	71	1816	387.84535574913	0	0	0	0
EUR	17	74	5768	4955.19118762016	0	0	1	1379
EUR	17	75	3788	504.846990585327	0	0	0	0
EUR	17	88	877	51.6876776218414	0	0	1	13
EUR	17	90	3355	225.071915864944	0	0	1	93
EUR	17	94	1877	75.5940418243408	0	0	1	25
EUR	17	99	303	25.7042062282562	0	0	1	19
EUR	17	100	1624	176.30598449707	0	0	0	0
EUR	17	118	1546	272.291956186295	0	0	0	0
EUR	17	130	1775	492.633804798126	0	0	0	0
EUR	17	132	898	86.4017863273621	0	0	0	0
EUR	18	16	1010	221.193984270096	0	0	0	0
EUR	18	23	636	93.3696405887604	0	0	1	12
EUR	18	46	2153	120.452980995178	0	0	0	0
EUR	18	49	3888	235.684873104095	0	0	0	0
EUR	18	50	3199	514.749840497971	0	0	1	7
EUR	18	73	3875	844.449655294418	0	0	1	87
EUR	18	74	5397	17180.6048536301	1	1	3	29
EUR	18	75	817	20.8434290885925	0	0	1	6
EUR	18	88	2125	311.604058742523	0	0	0	0
EUR	18	98	1562	165.161290884018	0	0	1	90
EUR	18	102	767	31.8116750717163	0	0	0	0
EUR	18	120	1760	239.942685842514	0	0	2	29
EUR	19	22	1843	517.426526546478	0	0	1	8
EUR	19	25	1139	32.6043856143951	0	0	0	0
EUR	19	32	1643	302.992164134979	0	0	0	0
EUR	19	38	505	6.33831453323364	0	0	1	6
EUR	19	39	2733	1247.1266374588	1	1	1	1
EUR	19	52	1219	6.5268120765686	0	1	0	0
EUR	19	53	2713	377.382332324982	0	0	1	59
EUR	19	57	2015	387.321938276291	0	0	0	0
