pid	chromosome	block	num_variants	max_PSRF	mcmc_n	time	lambda	h2_est	h2_mean	h2_sd	h2_beta_mean	h2_beta_sd	num_variants_0.95	num_variants_0.5	num_CS95	num_variants_CS95
EUR	1	2	76	1.0025972971832948	5500	1.29514217376709	0	1.3625617147720805e-5	2.0105761059165217e-5	2.5875624915949705e-5	1.6652974190393166e-5	2.3738346274248094e-5	0	0	0	0
EUR	1	5	1193	1.0145515556409899	5500	110.633372783661	0.18286792665711715	4.382830895475933e-4	4.282214067452364e-4	1.6137696944172714e-4	4.130221955157478e-4	1.172887861546322e-4	0	0	1	9
EUR	1	15	2079	1.0061021582961882	5500	321.28938293457	0.11384387201050283	2.8006947197408913e-4	2.7108455452350345e-4	8.01846310813725e-5	2.758660824370651e-4	8.886585328785072e-5	0	0	1	63
EUR	1	17	2665	1.0079783408100773	5500	389.632126569748	0.004285848201843967	3.1103217334469064e-4	3.041178414819024e-4	7.814907424157682e-5	3.178110682451604e-4	9.57169148074487e-5	0	0	0	0
EUR	1	32	714	1.0031640741271957	5500	22.8430111408234	0.47469644856591375	1.7852298900129928e-4	1.8397610400654326e-4	8.267833895322612e-5	1.6124097837324212e-4	7.919874017722937e-5	0	0	0	0
EUR	1	52	2831	1.0043990228351676	5500	556.557880878448	0.12090679183024133	1.581035798599837e-4	1.6262905983767587e-4	4.032706299437292e-5	1.693778842833454e-4	7.123075893192125e-5	0	0	0	0
EUR	1	53	2386	1.014874895265362	5500	449.56449842453	1.1501503282761147	3.9913920747927e-4	4.3336441923370525e-4	1.1062206847200557e-4	4.184031413744985e-4	1.1776584110114364e-4	0	0	0	0
EUR	1	55	1712	1.0579215276067548	5500	217.952108860016	0.05873145511395439	4.467326147908157e-4	4.268433649921596e-4	1.3527212625085577e-4	4.3708110270855246e-4	1.1482473688383944e-4	0	0	1	10
EUR	1	63	1412	1.0065344084911578	5500	159.602906703949	1.9801530420915827	3.490121095102694e-4	3.664464517617956e-4	1.1922215648983401e-4	3.4788853330264567e-4	1.0915942588769709e-4	0	0	2	209
EUR	1	68	861	1.0087285374409252	5500	50.1467614173889	0.24945640325644702	1.7317808160346825e-4	1.8428566921499517e-4	7.876186330123966e-5	1.670079245065226e-4	7.316517869248837e-5	0	0	0	0
EUR	1	70	2325	1.0035265361788188	5500	338.434140920639	0.5316240980447218	1.948479480358234e-4	2.0031930111515607e-4	5.386020078630733e-5	1.848652703701213e-4	7.423108577117577e-5	0	0	0	0
EUR	1	72	1695	1.0134553990441104	5500	223.122537612915	1.0638091965966399	2.5408306243352027e-4	2.657602605281915e-4	8.326160461685863e-5	2.3876137282965293e-4	9.056974254767694e-5	0	0	0	0
EUR	1	74	2465	1.0067695423042948	5500	465.019265651703	1.57337076841559	6.200974631030127e-4	6.412115018319211e-4	1.631664431447409e-4	6.236057968686809e-4	1.348270790265598e-4	0	0	0	0
EUR	1	92	2152	1.0066039360527141	5500	344.969076395035	0.7950154285485511	3.289068907188275e-4	3.442341181780565e-4	9.549186708457201e-5	3.440270793141961e-4	1.0459008807979529e-4	0	0	1	124
EUR	1	100	2341	1.0120795295997724	5500	429.607897996902	0.001099473749756214	3.3475824396016717e-4	3.3325966487982034e-4	9.245002146720641e-5	3.178241103167356e-4	9.943380408782415e-5	0	0	1	21
EUR	1	105	5705	1.0093708196758777	5500	4610.62465310097	0.9289431658277829	9.460471612218937e-4	9.072504972109195e-4	1.6221854834483059e-4	9.625823933961211e-4	1.661594376240128e-4	0	0	2	405
EUR	1	115	2409	1.0048621854358946	5500	469.687817335129	0.5825340120608817	2.661485833283525e-4	2.7384204928225834e-4	7.28054581943884e-5	2.731588476731853e-4	8.760677218000848e-5	0	0	0	0
EUR	1	117	1409	1.002347101323578	5500	160.222796916962	0.0016485248707052622	1.3194065191547688e-4	1.3640445111900214e-4	4.7310833634329996e-5	1.2810902745982608e-4	6.168625253882334e-5	0	0	0	0
EUR	1	125	4192	1.0094200883137132	5500	2441.97479319572	4.972228574806791e-4	1.930631349986289e-4	1.8921840857520143e-4	4.0750644821842034e-5	2.0187317871563887e-4	7.38374020196762e-5	0	0	1	143
EUR	1	127	2042	1.0484904544580589	5500	346.606705188751	1.034118911736405	3.971955451612638e-4	4.335484294782932e-4	0.00011757869464715647	4.09922766047127e-4	1.224148811261223e-4	0	0	1	54
EUR	1	128	3723	1.007247132737381	5500	1735.33226728439	2.388552851210294	9.265335015248926e-4	0.0010347315221541093	2.0325078225076428e-4	9.648339045148368e-4	1.7880657828375066e-4	0	0	3	410
EUR	1	129	1152	1.0173079628568849	5500	71.5327219963074	0.9207783782910188	8.242947903657709e-4	8.627145403323769e-4	3.0792460974497684e-4	8.318060406157726e-4	1.6342598875070303e-4	0	0	1	128
EUR	1	141	1474	1.0039334145900158	5500	157.738916158676	0.01800230252805357	1.5456439220703952e-4	1.6227189499005084e-4	5.4060244558389816e-5	1.5418202653970218e-4	6.816494354980492e-5	0	0	0	0
EUR	1	147	2673	1.0048411272192448	5500	788.963083028793	2.2524086787203257	5.169454461734229e-4	5.584509266930196e-4	1.2972454448327995e-4	5.586339138749734e-4	1.369202478665509e-4	0	0	0	0
EUR	1	154	3942	1.0047729204569158	5500	1838.65347337723	0.31781448442007476	3.515557054596931e-4	3.518766448530282e-4	7.58277415307801e-5	3.8359032529564443e-4	1.0656227698286282e-4	0	0	1	161
EUR	1	156	2045	1.0065965114494646	5500	188.446609735489	0.31233691094726423	3.142871013523442e-4	3.240007980127138e-4	9.210807840910077e-5	3.2478790796269634e-4	1.020266165822982e-4	0	0	1	116
